route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade
Parking Lot Crank,Parking Lot Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725533/parking-lot-crank,1.7,-1,Boulder,V4,1,10.0,33.98932,-116.16342,105725533,4.0
Saturday Night Live,Saturday Night Live Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105723517/saturday-night-live,3.5,-1,Boulder,V4,1,13.0,34.014309999999995,-116.17112,105723517,4.0
Evan's Problem,Sports Challenge Rock > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/116494567/evans-problem,4.0,-1,Boulder,V4,1,5.0,34.014309999999995,-116.17112,116494567,4.0
Blood Mantel,Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106145844/blood-mantel,1.0,-1,Boulder,V4,1,15.0,34.0099,-116.16866,106145844,4.0
Neoflange,Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106294796/neoflange,2.0,-1,Boulder,V4 R,1,35.0,34.01102,-116.16606000000002,106294796,4.25
Shite Rail,Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/114042550/shite-rail,0.0,-1,Boulder,V4,1,10.0,34.01273,-116.16842,114042550,4.0
Pigpen,Pigpen Boulder > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105722992/pigpen,3.9,-1,Boulder,V4,1,10.0,34.01527,-116.15807,105722992,4.0
Off Camber,Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725494/off-camber,3.0,-1,Boulder,V4,1,15.0,34.01428,-116.15827,105725494,4.0
Chip Flakey,Chip Flakey Boulder > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115378/chip-flakey,2.0,-1,Boulder,V4,1,15.0,34.0136,-116.15473,106115378,4.0
Peabrain,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106275707/peabrain,2.9,-1,Boulder,V4,1,15.0,34.013459999999995,-116.15442,106275707,4.0
Double Orifice,Double Orifice Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112803999/double-orifice,2.0,-1,Boulder,V4,1,10.0,34.01889,-116.16214,112803999,4.0
"Intersection Boulder, Right",Intersection Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725290/intersection-boulder-right,1.7,-1,Boulder,V4,1,20.0,34.0184,-116.16365,105725290,4.0
