route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade
Take it Like a Man,Take it Like A Man Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996430/take-it-like-a-man,2.0,-1,Boulder,V2,1,,37.41793,-118.45156999999999,106996430,2.0
Each Day We Get Closer to the Big Bad Fire,You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997152/each-day-we-get-closer-to-the-big-bad-fire,0.0,-1,Boulder,V2,1,,37.41793,-118.45156999999999,106997152,2.0
Fluke,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997357/fluke,1.7,-1,Boulder,V2,1,10.0,37.41675,-118.44941999999999,106997357,2.0
Wicca Warrior,Black Magic Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996987/wicca-warrior,2.0,-1,Boulder,V2 R,1,20.0,37.41675,-118.44941999999999,106996987,2.25
Fargo,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997056/fargo,1.5,-1,Boulder,V2,1,18.0,37.416959999999996,-118.44946999999999,106997056,2.0
Ballorama,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997432/ballorama,1.0,-1,Boulder,V2,1,15.0,37.41675,-118.44941999999999,106997432,2.0
Boy,Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977784/boy,2.0,-1,Boulder,V2,1,12.0,37.416540000000005,-118.44888,106977784,2.0
Cheap New Age Fix,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108058276/cheap-new-age-fix,1.8,-1,Boulder,V2,1,10.0,37.4161,-118.45012,108058276,2.0
Sunny Side Up,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111703821/sunny-side-up,1.7,-1,Boulder,V2,1,6.0,37.4161,-118.45012,111703821,2.0
Needle Across The Groove,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272965/needle-across-the-groove,1.4,-1,Boulder,V2,1,10.0,37.41533,-118.44877,106272965,2.0
Pig Pen,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272971/pig-pen,2.3,-1,Boulder,V2,1,10.0,37.41533,-118.44877,106272971,2.0
Problem C,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273755/problem-c,2.4,-1,Boulder,V2,1,12.0,37.41525,-118.44878,106273755,2.0
Western Motif,Hair Trigger Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279685/western-motif,2.6,-1,Boulder,V2,1,12.0,37.415490000000005,-118.44928,106279685,2.0
Problem D,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045708/problem-d,2.2,-1,Boulder,V2,1,10.0,37.415690000000005,-118.44957,107045708,2.0
Fluffy Little Clouds,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108060014/fluffy-little-clouds,2.8,-1,Boulder,V2,1,20.0,37.415690000000005,-118.44957,108060014,2.0
Tao,Powis Boulder > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045645/tao,1.0,-1,Boulder,V2,1,10.0,37.41588,-118.44985,107045645,2.0
Let Them Eat Cake,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898143/let-them-eat-cake,2.0,-1,Boulder,V2,1,10.0,37.41622,-118.45021000000001,107898143,2.0
Galerie des Glaces,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898187/galerie-des-glaces,2.6,-1,Boulder,V2,1,30.0,37.41622,-118.45021000000001,107898187,2.0
Wavy Gravy,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086157/wavy-gravy,2.4,-1,Boulder,V2,1,10.0,37.416470000000004,-118.44993999999998,106086157,2.0
A Brief Conversation Ending in Divorce,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997261/a-brief-conversation-ending-in-divorce,2.0,-1,Boulder,V2,1,,37.4191,-118.4543,106997261,2.0
Viva Dead Mules,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997279/viva-dead-mules,1.0,-1,Boulder,V2,1,,37.4191,-118.4543,106997279,2.0
Rude Awakening,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107035611/rude-awakening,2.0,-1,Boulder,V2,1,20.0,37.4191,-118.4546,107035611,2.0
Don't Believe,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480909/dont-believe,2.0,-1,Boulder,V2 PG13,1,18.0,37.4191,-118.4546,111480909,2.0
Marty Lewis's Ever Changing Hair Line,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132012/marty-lewiss-ever-changing-hair-line,2.6,-1,Boulder,V2,1,15.0,37.418,-118.45200000000001,106132012,2.0
Up Your Skirt Left,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132929/up-your-skirt-left,2.0,-1,Boulder,V2,1,12.0,37.4178,-118.4519,106132929,2.0
Up Your Skirt Right,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132938/up-your-skirt-right,1.9,-1,Boulder,V2,1,12.0,37.4178,-118.4519,106132938,2.0
Unnamed 3,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132949/unnamed-3,1.8,-1,Boulder,V2,1,12.0,37.4178,-118.4519,106132949,2.0
It's The Altitude,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275413/its-the-altitude,2.3,-1,Boulder,V2 PG13,1,15.0,37.41607,-118.44887,106275413,2.0
Sunburst Seahorse,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275435/sunburst-seahorse,2.7,-1,Boulder,V2,1,12.0,37.41581,-118.44905,106275435,2.0
Auto-gedden,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106278623/auto-gedden,2.1,-1,Boulder,V2,1,25.0,37.415820000000004,-118.44842,106278623,2.0
Dance Mix,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275506/dance-mix,1.9,-1,Boulder,V2,1,12.0,37.41591,-118.44877,106275506,2.0
Extended Mix,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109641106/extended-mix,1.0,-1,Boulder,V2,1,15.0,37.41591,-118.44877,109641106,2.0
Born Lippy on the Isles of Cilley,Cilley Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326703/born-lippy-on-the-isles-of-cilley,1.6,-1,Boulder,V2,1,15.0,37.41847,-118.45248000000001,106326703,2.0
Slight Inducement Right,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086693/slight-inducement-right,2.5,-1,Boulder,V2,1,15.0,37.41898,-118.45338999999998,106086693,2.0
Cry Baby,Cry Baby Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480977/cry-baby,0.0,-1,Boulder,V2 PG13,1,15.0,37.41919,-118.45364,111480977,2.0
Coors Is Light,Coors Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107461234/coors-is-light,2.0,-1,Boulder,V2,1,,37.41689,-118.4507,107461234,2.0
Best Bitter,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153355/best-bitter,2.0,-1,Boulder,V2,1,8.0,37.41682,-118.45066000000001,114153355,2.0
the_sphinx,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107814380/the-sphinx,3.0,-1,Boulder,V2,1,20.0,37.41873,-118.45395,107814380,2.0
Sexual Camel,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107915091/sexual-camel,3.0,-1,Boulder,V2,1,12.0,37.41873,-118.45395,107915091,2.0
Silly Hipster,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108056805/silly-hipster,2.0,-1,Boulder,V2,1,10.0,37.41873,-118.45395,108056805,2.0
Poop Streak,The Truth Is Known > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116087448/poop-streak,3.0,-1,Boulder,V2+ X,1,25.0,37.41652,-118.45033000000001,116087448,2.5
Kling and Smirk,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106054156/kling-and-smirk,2.7,-1,Boulder,V2+,1,,37.418,-118.45200000000001,106054156,2.25
Tunnel Vision,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108152988/tunnel-vision,3.0,-1,Boulder,V2+,1,12.0,37.41873,-118.45395,108152988,2.25
Comfort of Home,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106130495/comfort-of-home,2.3,-1,Boulder,V2-3,1,12.0,37.41724,-118.45103,106130495,2.5
Bear,Split Melon Right Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114170994/bear,2.0,-1,Boulder,V2-3,1,14.0,37.41706,-118.45061000000001,114170994,2.5
Frog's Birthday (project),Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/113689676/frogs-birthday-project,1.0,-1,Boulder,V2-3,1,10.0,37.41873,-118.45395,113689676,2.5
Monkey Hang,Monkey Hang Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105799647/monkey-hang,2.7,-1,Boulder,V3-,1,,37.41619,-118.44913999999999,105799647,2.75
Rendezvous With an Alien,Solarium Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105799656/rendezvous-with-an-alien,2.4,-1,Boulder,V3-,1,,37.41737,-118.45125,105799656,2.75
"Giggle, Giggle","Giggle, Giggle Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107003633/giggle-giggle,2.4,-1,Boulder,V3-,1,12.0,37.41845,-118.45233999999999,107003633,2.75
Problem 1,Blight Induced Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086702/problem-1,0.5,-1,Boulder,V3-,1,,37.41896,-118.45364,106086702,2.75
Hard Crack,Hard Crack Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108010732/hard-crack,3.6,-1,Boulder,V3-,1,,37.41665,-118.44774,108010732,2.75
Joseph,Gleaner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106099420/joseph,2.3,-1,Boulder,V3,1,15.0,37.416309999999996,-118.44951,106099420,3.0
All-Nighter,Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032817/all-nighter,2.6,-1,Boulder,V3 R,1,25.0,37.41624,-118.44938,107032817,3.25
A Bit of Fluff,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107027032/a-bit-of-fluff,1.5,-1,Boulder,V3,1,40.0,37.41617,-118.4493,107027032,3.0
Azzeed Jiz,Acid Wash Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112397879/azzeed-jiz,2.1,-1,Boulder,V3,1,15.0,37.41625,-118.44931000000001,112397879,3.0
Corporation Pop,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093054/corporation-pop,2.0,-1,Boulder,V3,1,,37.41724,-118.45103,106093054,3.0
September's Here Again,Action Figure Cave > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976618/septembers-here-again,2.0,-1,Boulder,V3,1,12.0,37.41749,-118.45018,106976618,3.0
Brilliant Trees,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331151/brilliant-trees,1.6,-1,Boulder,V3,1,20.0,37.41788,-118.45147,106331151,3.0
Rio's Secret Arete,Secret Arete Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996368/rios-secret-arete,3.7,-1,Boulder,V3,1,,37.417970000000004,-118.45146000000001,106996368,3.0
Problem A,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997347/problem-a,1.5,-1,Boulder,V3,1,15.0,37.41675,-118.44941999999999,106997347,3.0
Black Magic,Black Magic Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996981/black-magic,3.7,-1,Boulder,V3 R,1,20.0,37.41675,-118.44941999999999,106996981,3.25
Coen,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997037/coen,2.3,-1,Boulder,V3,1,15.0,37.416959999999996,-118.44946999999999,106997037,3.0
Ethan,Coen Brothers Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997376/ethan,1.0,-1,Boulder,V3,1,12.0,37.41675,-118.44941999999999,106997376,3.0
Antigravity Geobat,Flying Saucer Rock > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997394/antigravity-geobat,2.7,-1,Boulder,V3,1,15.0,37.41675,-118.44941999999999,106997394,3.0
Boy-Oh-Boy,Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977794/boy-oh-boy,2.0,-1,Boulder,V3,1,12.0,37.416540000000005,-118.44888,106977794,3.0
Matilda,The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977860/matilda,2.0,-1,Boulder,V3,1,10.0,37.416540000000005,-118.44872,106977860,3.0
Hit the High Hard One,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108058267/hit-the-high-hard-one,2.0,-1,Boulder,V3,1,10.0,37.4161,-118.45012,108058267,3.0
Corned Beef Hash,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683683/corned-beef-hash,1.7,-1,Boulder,V3,1,9.0,37.4161,-118.45012,111683683,3.0
Problem A,Big Arete Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272939/problem-a,2.0,-1,Boulder,V3,1,15.0,37.41511,-118.44859,106272939,3.0
Sorry About That (East Side),Southern Section > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273770/sorry-about-that-east-side,1.0,-1,Boulder,V3,1,10.0,37.41548,-118.44911,106273770,3.0
Problem A,Southern Section > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541907/problem-a,2.0,-1,Boulder,V3,1,15.0,37.41548,-118.44911,107541907,3.0
Crack Problem,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279736/crack-problem,1.9,-1,Boulder,V3,1,12.0,37.41588,-118.44993000000001,106279736,3.0
Number One,Powis Boulder > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045656/number-one,2.5,-1,Boulder,V3,1,12.0,37.41588,-118.44985,107045656,3.0
Problem A,Captain Hook Alcove > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107542000/problem-a,1.0,-1,Boulder,V3 PG13,1,18.0,37.416,-118.45,107542000,3.0
Sacré Coeur,Front Block > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898115/sacre-coeur,2.4,-1,Boulder,V3,1,10.0,37.41622,-118.45021000000001,107898115,3.0
Size Matters,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898149/size-matters,3.0,-1,Boulder,V3,1,10.0,37.41622,-118.45021000000001,107898149,3.0
Baroque,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898159/baroque,2.5,-1,Boulder,V3,1,10.0,37.41622,-118.45021000000001,107898159,3.0
Wavy Gravy Direct,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086167/wavy-gravy-direct,3.0,-1,Boulder,V3,1,10.0,37.416470000000004,-118.44993999999998,106086167,3.0
Ben and Jerry's,BD Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086635/ben-and-jerrys,1.5,-1,Boulder,V3,1,10.0,37.41657,-118.44993000000001,106086635,3.0
Slap Happy,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093108/slap-happy,2.9,-1,Boulder,V3,1,12.0,37.41653,-118.44996,106093108,3.0
Pirate Booty,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093121/pirate-booty,2.3,-1,Boulder,V3,1,10.0,37.41653,-118.44996,106093121,3.0
Crack Happy,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574292/crack-happy,2.5,-1,Boulder,V3,1,10.0,37.41653,-118.44996,112574292,3.0
Problem A,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939685/problem-a,3.0,-1,Boulder,V3 PG13,1,20.0,37.4191,-118.4543,107939685,3.0
Big Dick American Hero,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106100016/big-dick-american-hero,2.7,-1,Boulder,V3,1,20.0,37.4191,-118.4546,106100016,3.0
Top Gun,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939718/top-gun,2.3,-1,Boulder,V3,1,15.0,37.4191,-118.4546,107939718,3.0
Clifford the Dog,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470803/clifford-the-dog,2.0,-1,Boulder,V3,1,15.0,37.4191,-118.4546,111470803,3.0
Beat It,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132018/beat-it,2.3,-1,Boulder,V3,1,12.0,37.418,-118.45200000000001,106132018,3.0
Carrot Top,Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126702/carrot-top,2.9,-1,Boulder,V3,1,12.0,37.4182,-118.4521,106126702,3.0
Unnamed 1,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132916/unnamed-1,1.9,-1,Boulder,V3,1,10.0,37.4178,-118.4519,106132916,3.0
Unnamed 4,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132957/unnamed-4,2.1,-1,Boulder,V3,1,,37.4178,-118.4519,106132957,3.0
Grindrite,Grindrite Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273815/grindrite,2.9,-1,Boulder,V3,1,15.0,37.41602,-118.44908999999998,106273815,3.0
It's The Add-itude,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275426/its-the-add-itude,2.3,-1,Boulder,V3,1,15.0,37.41607,-118.44887,106275426,3.0
Nonsuch,Non Such Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107897709/nonsuch,1.3,-1,Boulder,V3,1,14.0,37.41581,-118.44905,107897709,3.0
Beer Tumor,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275477/beer-tumor,2.6,-1,Boulder,V3,1,10.0,37.41591,-118.44877,106275477,3.0
