,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
106,Birthday Left (SDS),Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106027084/birthday-left-sds,2.1,-1,Boulder,V2,1,12.0,37.330040000000004,-118.57901000000001,27,5,10,42
107,The Prow,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106131018/the-prow,2.8,-1,Boulder,V2,1,16.0,37.330040000000004,-118.57901000000001,213,60,100,409
108,North Roof Crack,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106495109/north-roof-crack,2.3,-1,Boulder,V2,1,,37.330040000000004,-118.57901000000001,3,1,8,4
109,Inner Sanctum,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107064103/inner-sanctum,2.4,-1,Boulder,V2,1,8.0,37.32863,-118.57633999999999,49,12,42,81
110,Green Wall Essential,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936142/green-wall-essential,3.1,-1,Boulder,V2,1,20.0,37.32873,-118.57534,287,82,162,493
111,Problem C,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936782/problem-c,2.8,-1,Boulder,V2,1,,37.329640000000005,-118.57869,21,5,11,41
112,Problem I,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936806/problem-i,1.3,-1,Boulder,V2,1,,37.329640000000005,-118.57869,10,2,3,27
113,Problem E,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060912/problem-e,1.4,-1,Boulder,V2,1,,37.329640000000005,-118.57869,10,2,5,21
114,Unnamed Slab,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114223690/unnamed-slab,2.0,-1,Boulder,V2,1,,37.329640000000005,-118.57869,1,1,1,1
115,Monkey Dihedral,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106908986/monkey-dihedral,3.3,-1,Boulder,V2,1,17.0,37.329440000000005,-118.57548,71,18,158,108
116,Sheepherder,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279792/sheepherder,3.5,-1,Boulder,V2,1,,37.330220000000004,-118.57882,76,24,100,86
117,Scoop,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115381134/scoop,2.0,-1,Boulder,V2,1,15.0,37.33057,-118.57834,2,1,0,2
118,Problem A,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060948/problem-a,2.0,-1,Boulder,V2,1,,37.329,-118.5773,8,2,6,18
119,Problem E,Fit Homeless Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060983/problem-e,2.0,-1,Boulder,V2,1,,37.32895,-118.57595,19,5,6,33
120,Problem A,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106322579/problem-a,2.6,-1,Boulder,V2,1,15.0,37.32906,-118.5768,16,5,14,24
121,Hobbs' Problem,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106353989/hobbs-problem,3.0,-1,Boulder,V2,1,15.0,37.32909,-118.57791,25,6,28,37
122,The Hunk,The Hunk > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106382086/the-hunk,3.7,-1,Boulder,V2,1,20.0,37.32886,-118.57512,182,56,292,267
123,Dale's Right,Led Zeppelin Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106418652/dales-right,3.0,-1,Boulder,V2,1,15.0,37.31777,-118.57443,7,2,7,6
124,Unnamed V2,Fear Of A Black Planet Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241147/unnamed-v2,2.0,-1,Boulder,V2,1,,37.32093,-118.57408000000001,1,1,1,1
125,"No Words, No Talk",Queen Sweet Nectar Boulder > Secrets of the Beehive Area > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112499909/no-words-no-talk,1.0,-1,Boulder,V2 PG13,1,32.0,37.33684,-118.57603999999999,1,1,0,0
126,Xen,Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728209/xen,3.5,-1,Boulder,V2,1,12.0,37.32287,-118.5802,4,1,24,2
127,unknown,Walkabout 4 > Walkabout Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054783/unknown,2.0,-1,Boulder,V2,1,,37.316109999999995,-118.58188999999999,1,1,1,0
128,Birthday Link,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277567/birthday-link,2.6,-1,Boulder,V2+,1,12.0,37.330040000000004,-118.57901000000001,25,7,12,50
129,To Kill Ya Corner,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106029305/to-kill-ya-corner,3.1,-1,Boulder,V3,1,,37.3388,-118.5776,31,7,24,33
130,Perry's Pose,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683780/perrys-pose,3.0,-1,Boulder,V3,1,10.0,37.3388,-118.5776,2,1,16,2
131,Edge of Reason,Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111730011/edge-of-reason,2.2,-1,Boulder,V3,1,13.0,37.32508,-118.58025,6,3,10,6
132,Lidija's Mouth,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106589288/lidijas-mouth,3.5,-1,Boulder,V3,1,12.0,37.3377,-118.5701,77,28,171,87
133,Bee Sneeze,Apiary Boulder > Apiary Area > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108087978/bee-sneeze,3.3,-1,Boulder,V3 PG13,1,20.0,37.3378,-118.5725,6,5,17,5
134,Scooped Face,Honey Bear Bong Boulder > Apiary Area > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108107994/scooped-face,3.0,-1,Boulder,V3 R,1,25.0,37.3378,-118.5727,6,4,5,4
135,Birthday Direct,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106027088/birthday-direct,3.3,-1,Boulder,V3,1,12.0,37.330040000000004,-118.57901000000001,239,80,317,391
136,Problem E,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277539/problem-e,2.5,-1,Boulder,V3,1,12.0,37.330040000000004,-118.57901000000001,8,3,9,14
137,Problem F,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277548/problem-f,2.6,-1,Boulder,V3,1,12.0,37.330040000000004,-118.57901000000001,13,2,8,20
138,Birthday Skyline,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277573/birthday-skyline,2.5,-1,Boulder,V3,1,12.0,37.330040000000004,-118.57901000000001,68,17,39,86
139,South Roof Crack,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106495092/south-roof-crack,2.5,-1,Boulder,V3,1,,37.330040000000004,-118.57901000000001,2,1,8,2
140,Dyno Problem,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108048847/dyno-problem,2.4,-1,Boulder,V3,1,12.0,37.32863,-118.57633999999999,10,6,5,11
141,East Rib,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107908759/east-rib,3.5,-1,Boulder,V3 PG13,1,30.0,37.32873,-118.57534,15,3,16,15
142,Rail Problem,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936169/rail-problem,2.3,-1,Boulder,V3,1,,37.3282,-118.5761,32,8,12,45
143,Roadside Highball,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107916146/roadside-highball,3.5,-1,Boulder,V3 PG13,1,18.0,37.3282,-118.5761,15,3,11,15
144,Slots,Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107987370/slots,1.5,-1,Boulder,V3,1,12.0,37.3282,-118.5762,2,1,5,1
145,Problem A,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936787/problem-a,2.3,-1,Boulder,V3,1,,37.329640000000005,-118.57869,24,9,14,43
146,Yeast,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108602480/yeast,3.0,-1,Boulder,V3,1,,37.330220000000004,-118.57882,10,4,5,14
147,Dough Boy,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108637157/dough-boy,2.5,-1,Boulder,V3,1,15.0,37.330220000000004,-118.57882,4,1,8,5
148,Unnamed V3,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106881121/unnamed-v3,2.2,-1,Boulder,V3,1,,37.33057,-118.57834,9,2,4,10
149,East Side Story,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108367743/east-side-story,3.8,-1,Boulder,V3,1,30.0,37.33057,-118.57834,17,10,100,18
150,King Tut,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105972724/king-tut,3.3,-1,Boulder,V3,1,17.0,37.329,-118.5773,216,54,209,350
151,Funky Tut,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106077053/funky-tut,3.2,-1,Boulder,V3,1,15.0,37.329,-118.5773,218,48,127,388
152,Tut Crack,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/113967435/tut-crack,2.0,-1,Boulder,V3,1,,37.329,-118.5773,2,1,3,2
153,Pope's Problem,Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109565882/popes-problem,3.3,-1,Boulder,V3 R,1,25.0,37.33013,-118.5785,8,6,32,5
154,Dale's Left,Led Zeppelin Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106568823/dales-left,2.7,-1,Boulder,V3,1,18.0,37.31777,-118.57443,3,2,2,2
155,Agent Orange,Agent Orange Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116715318/agent-orange,1.0,-1,Boulder,V3,1,12.0,37.31821,-118.57395,1,1,0,1
156,Unnamed V3,Xav's Roof Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241195/unnamed-v3,2.0,-1,Boulder,V3,1,,37.31814,-118.57567,1,1,0,1
157,Small Fruit,Small Fruit Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241174/small-fruit,3.0,-1,Boulder,V3,1,,37.32093,-118.57406999999999,1,1,2,0
158,Bone Bulge,Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715456/bone-bulge,1.0,-1,Boulder,V3,1,14.0,37.32143,-118.58055,1,1,0,0
159,Split Arete,Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728223/split-arete,2.0,-1,Boulder,V3,1,14.0,37.32287,-118.5802,1,1,2,0
160,Green Face,Warmup Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054355/green-face,2.0,-1,Boulder,V3,1,15.0,37.318290000000005,-118.5863,1,1,0,0
161,Snake Eyes,Snake Eyes Boulder > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054451/snake-eyes,2.0,-1,Boulder,V3,1,,37.31538,-118.5724,1,1,0,0
162,The Green Room,The Green Room > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054469/the-green-room,2.0,-1,Boulder,V3 PG13,1,,37.31518,-118.57184,1,1,0,0
163,Unknown,The Orange Slab Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054542/unknown,4.0,-1,"Boulder, Alpine",V3 R,1,,37.28632,-118.64951,1,1,4,0
164,Iron Woman Traverse,Iron Woman > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054604/iron-woman-traverse,2.0,-1,"Boulder, Alpine",V3,1,,37.28687,-118.64931999999999,1,1,4,0
165,The Pit,The Pit Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054613/the-pit,2.0,-1,"Boulder, Alpine",V3 PG13,1,,37.28678,-118.64973,1,1,0,0
166,Cracked,Cracked Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054623/cracked,3.0,-1,"Boulder, Alpine",V3 PG13,1,,37.2863,-118.65008,1,1,0,0
167,HooHaw,The Sexy Bloc > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115394209/hoohaw,2.5,-1,Boulder,V3,1,14.0,37.33501,-118.55503,2,1,7,2
168,Iron Man Sit,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112790594/iron-man-sit,4.0,-1,Boulder,V3+,1,,37.330009999999994,-118.57811000000001,1,1,19,3
169,Big Dave's Big Find,Upside Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106916321/big-daves-big-find,1.5,-1,Boulder,V3+,1,15.0,37.3276,-118.5757,2,2,3,2
170,Cuban Roll,Cuban Roll Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106568885/cuban-roll,3.5,-1,Boulder,V3+,1,20.0,37.31742,-118.5743,12,6,20,11
171,Charlie Brown,Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712253/charlie-brown,1.5,-1,Boulder,V3+,1,10.0,37.322829999999996,-118.57926,4,3,0,3
172,West Corner,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105969025/west-corner,2.2,-1,Boulder,V3-4,1,12.0,37.32837,-118.57479,13,4,13,15
173,Grovel Roof,Grovel Roof Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106909066/grovel-roof,2.6,-1,Boulder,V3-4,1,15.0,37.32987,-118.57783,8,3,15,10
174,Follow The Pollen Path,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109665927/follow-the-pollen-path,2.3,-1,Boulder,V4-,1,15.0,37.3383,-118.5721,6,1,8,8
175,The Rising,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106027098/the-rising,2.9,-1,Boulder,V4-,1,,37.330220000000004,-118.57882,49,14,53,64
176,Buttermilk Stem SDS,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109519160/buttermilk-stem-sds,3.4,-1,Boulder,V4-,1,15.0,37.32906,-118.5768,40,15,77,71
177,Grommit,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106381955/grommit,3.7,-1,Boulder,V4,1,15.0,37.3388,-118.5776,18,8,44,15
178,"No Sense, No Reason",Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111730042/no-sense-no-reason,2.8,-1,Boulder,V4,1,13.0,37.32508,-118.58025,6,2,13,7
179,Beekeeping for Profit & Pleasure,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106408152/beekeeping-for-profit-pleasure,3.1,-1,Boulder,V4,1,25.0,37.3383,-118.5721,14,3,30,16
180,Jedi Mind Tricks,Jedi Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106464345/jedi-mind-tricks,3.9,-1,Boulder,V4 PG13,1,25.0,37.3366,-118.5703,121,45,546,160
181,Slipstream,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728208/slipstream,1.7,-1,Boulder,V4,1,10.0,37.32837,-118.57479,3,1,1,2
182,Cave Problem,Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936107/cave-problem,2.4,-1,Boulder,V4,1,,37.32817,-118.57477,86,28,95,136
183,East Face Sit,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114263540/east-face-sit,2.7,-1,Boulder,V4,1,35.0,37.32888,-118.57484,3,2,2,2
184,Dripper,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115681919/dripper,3.0,-1,Boulder,V4,1,25.0,37.32888,-118.57484,2,1,1,1
185,Problem B SDS,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108934821/problem-b-sds,1.0,-1,Boulder,V4,1,10.0,37.32873,-118.57534,2,1,1,5
186,Problem B,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107987397/problem-b,1.6,-1,Boulder,V4,1,18.0,37.3282,-118.5761,5,2,3,7
187,Bowling Pin,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936179/bowling-pin,3.6,-1,Boulder,V4,1,,37.32959,-118.5772,168,67,288,196
188,Hager Face,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106095854/hager-face,2.3,-1,Boulder,V4,1,15.0,37.33014,-118.57777,6,1,7,7
189,Iron Man Traverse,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936763/iron-man-traverse,3.6,-1,Boulder,V4,1,,37.330009999999994,-118.57811000000001,329,89,552,493
190,Unnamed V4,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107370986/unnamed-v4,1.5,-1,Boulder,V4,1,8.0,37.330009999999994,-118.57811000000001,2,1,2,2
191,Nan Bread,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108637144/nan-bread,3.3,-1,Boulder,V4,1,15.0,37.330220000000004,-118.57882,11,5,27,10
192,Lululator,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060941/lululator,2.5,-1,Boulder,V4,1,,37.329,-118.5773,26,8,14,32
193,Wimberries,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107024502/wimberries,2.7,-1,Boulder,V4,1,15.0,37.329,-118.5773,22,8,9,26
194,Problem D SDS,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108048884/problem-d-sds,1.0,-1,Boulder,V4,1,12.0,37.329,-118.5773,1,1,2,3
195,Unnamed (Brian's Finish),Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106130703/unnamed-brians-finish,2.3,-1,Boulder,V4,1,15.0,37.32906,-118.5768,12,5,3,14
196,Unnamed V4,Boy and Girl Rocks > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106442744/unnamed-v4,2.4,-1,Boulder,V4,1,15.0,37.32993,-118.57853,22,6,7,42
197,Southwest Face,Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045129/southwest-face,3.0,-1,"Trad, Boulder",V4,1,,37.33013,-118.5785,7,4,7,3
198,Green Hornet,Green Hornet Boulder > Dale's West > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106737211/green-hornet,3.9,-1,Boulder,V4,1,18.0,37.3185,-118.5781,38,18,95,45
199,The Form,Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111711869/the-form,2.0,-1,Boulder,V4,1,20.0,37.336729999999996,-118.57571999999999,1,1,0,0
200,The Roof,Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111711939/the-roof,1.0,-1,Boulder,V4,1,17.0,37.336729999999996,-118.57571999999999,1,1,0,0
201,"Harder, Browner",Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712307/harder-browner,1.3,-1,Boulder,V4,1,11.0,37.322829999999996,-118.57926,3,2,0,3
202,Boneyard Dyno,Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715402/boneyard-dyno,1.0,-1,Boulder,V4,1,13.0,37.32143,-118.58055,1,1,1,0
203,Unknown,The McNugget > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054366/unknown,2.0,-1,Boulder,V4,1,10.0,37.31858,-118.58555,1,1,2,0
204,Snake Bite,Snake Eyes Boulder > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054454/snake-bite,2.0,-1,Boulder,V4,1,,37.31538,-118.5724,1,1,1,0
205,Cracked Arete,Cracked Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054628/cracked-arete,3.0,-1,"Boulder, Alpine",V4 PG13,1,,37.2863,-118.65008,1,1,0,0
206,Burger Barn Boogie,Rowell Rock > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116182012/burger-barn-boogie,2.0,-1,Boulder,V4+,1,25.0,37.32878,-118.57687,1,1,0,0
207,Macabre Proposition,Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715447/macabre-proposition,2.0,-1,Boulder,V4+ PG13,1,15.0,37.32143,-118.58055,1,1,0,0
208,Checkerboard Crack,The Checkerboard Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106705993/checkerboard-crack,1.8,-1,Boulder,V5,1,14.0,37.32544,-118.58067,4,4,1,6
209,Knight,The Knight Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111729996/knight,2.0,-1,Boulder,V5,1,15.0,37.32544,-118.57988,1,1,2,0
210,The Beekeeper's Apprentice,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108473024/the-beekeepers-apprentice,3.1,-1,Boulder,V5,1,25.0,37.3383,-118.5721,7,3,20,7
211,Suspended in Silence,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106645675/suspended-in-silence,3.8,-1,Boulder,V5 R,1,40.0,37.3377,-118.5701,61,26,104,57
212,Gazelle,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112432529/gazelle,2.3,-1,Boulder,V5,1,15.0,37.3377,-118.5701,7,1,3,9
213,Christine Keeler,Honey Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108700855/christine-keeler,1.3,-1,Boulder,V5,1,,37.336999999999996,-118.5702,4,1,1,4
214,Go Granny Go,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105879221/go-granny-go,2.9,-1,Boulder,V5,1,15.0,37.32837,-118.57479,128,47,172,172
215,Go Granny Go  Right Finish (V5),Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106662650/go-granny-go-right-finish-v5,3.0,-1,Boulder,V5,1,10.0,37.32837,-118.57479,56,16,62,79
216,Transporter Room,Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107956650/transporter-room,2.7,-1,Boulder,5.12c V5 X,1,45.0,37.32817,-118.57477,3,1,3,2
