,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
171,Tall Wall Left,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106114159/tall-wall-left,2.5,-1,Boulder,V1 R,1,28.0,37.41698,-118.45133,2,1,4,1
172,Problem B,Big Arete Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272945/problem-b,1.0,-1,Boulder,V1,1,15.0,37.41511,-118.44859,1,1,0,3
173,Problem B,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273750/problem-b,2.2,-1,Boulder,V1,1,10.0,37.41525,-118.44878,39,6,7,74
174,Problem A,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045690/problem-a,1.5,-1,Boulder,V1,1,10.0,37.415690000000005,-118.44957,2,1,0,6
175,Problem F,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045725/problem-f,1.0,-1,Boulder,V1,1,10.0,37.415690000000005,-118.44957,1,1,1,1
176,No sleepy Yet,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045594/no-sleepy-yet,0.0,-1,Boulder,V1,1,10.0,37.41588,-118.44993000000001,1,1,0,2
177,If Bishop Were France,Captain Hook Alcove > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541995/if-bishop-were-france,2.0,-1,Boulder,V1 PG13,1,15.0,37.416,-118.45,1,1,1,2
178,King Louis,King Louis > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898170/king-louis,2.6,-1,Boulder,V1,1,12.0,37.41622,-118.45021000000001,7,3,6,10
179,Sharp and Short,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898223/sharp-and-short,1.0,-1,Boulder,V1,1,10.0,37.41622,-118.45021000000001,1,1,1,3
180,Hugh Romney,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086151/hugh-romney,1.0,-1,Boulder,V1,1,10.0,37.416470000000004,-118.44993999999998,8,2,2,16
181,Hippie Hyannisport,BD Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086627/hippie-hyannisport,1.0,-1,Boulder,V1,1,10.0,37.41657,-118.44993000000001,1,1,2,9
182,Brock,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106406176/brock,1.5,-1,Boulder,V1,1,15.0,37.4191,-118.4543,2,2,3,3
183,More Smack Please Vicar,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997241/more-smack-please-vicar,1.5,-1,Boulder,V1,1,,37.4191,-118.4543,2,3,1,4
184,Guidebook Writer's Love-In,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997273/guidebook-writers-love-in,1.0,-1,Boulder,V1,1,,37.4191,-118.4543,2,2,1,3
185,Cockpit,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480892/cockpit,1.0,-1,Boulder,V1,1,15.0,37.4191,-118.4546,1,1,2,3
186,T-Crack Left,Upper Canyon > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126269/t-crack-left,3.5,-1,Boulder,V1 R,1,28.0,37.41876,-118.45486000000001,2,1,10,0
187,T-Crack Right,Upper Canyon > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126289/t-crack-right,3.5,-1,Boulder,V1 R,1,28.0,37.41876,-118.45486000000001,2,1,7,0
188,Unnamed 2,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132923/unnamed-2,1.6,-1,Boulder,V1,1,10.0,37.4178,-118.4519,27,6,1,49
189,Epizootic,Grindrite Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112814041/epizootic,1.0,-1,Boulder,V1,1,13.0,37.41602,-118.44908999999998,1,1,0,2
190,Liberation Management,Tom Peter's Slab > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273857/liberation-management,2.6,-1,Boulder,V1 PG13,1,20.0,37.41587,-118.44899,14,5,4,16
191,Not High Enough,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275420/not-high-enough,1.2,-1,Boulder,V1,1,10.0,37.41607,-118.44887,9,2,2,14
192,Spectral Morning,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107897660/spectral-morning,1.5,-1,Boulder,V1,1,12.0,37.41581,-118.44905,6,2,2,9
193,Paranormal in the West Country,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107064190/paranormal-in-the-west-country,2.0,-1,Boulder,V1 PG13,1,,37.415820000000004,-118.44842,34,9,3,94
194,Headbangers Ball,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275471/headbangers-ball,2.0,-1,Boulder,V1,1,10.0,37.41591,-118.44877,45,9,4,83
195,Masterbeat,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275497/masterbeat,1.5,-1,Boulder,V1,1,10.0,37.41591,-118.44877,29,10,2,64
196,Reggae Chillin',Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109641114/reggae-chillin,1.3,-1,Boulder,V1,1,7.0,37.41591,-118.44877,3,1,1,6
197,Can't Get Around Getting Around,Get Around Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475919/cant-get-around-getting-around,2.5,-1,Boulder,V1,1,15.0,37.41599,-118.44842,8,4,5,14
198,I Killed a Man A Man Who Looked Like me,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086090/i-killed-a-man-a-man-who-looked-like-me,2.7,-1,Boulder,V1,1,18.0,37.418440000000004,-118.45268999999999,47,16,59,102
199,Weasel Robbers,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086097/weasel-robbers,2.4,-1,Boulder,V1,1,18.0,37.418440000000004,-118.45268999999999,11,4,10,23
200,Durban Poison Variation,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107323717/durban-poison-variation,2.2,-1,Boulder,V1,1,20.0,37.418440000000004,-118.45268999999999,6,2,1,11
201,It's Raining Razorblades,Karma Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106953956/its-raining-razorblades,1.0,-1,Boulder,V1,1,15.0,37.41855,-118.45283,1,1,2,2
202,Nookie,Karma Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106953967/nookie,1.0,-1,Boulder,V1,1,10.0,37.41855,-118.45283,1,1,1,1
203,Problem B,Slab Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470685/problem-b,2.0,-1,Boulder,V1,1,10.0,37.41827,-118.45276000000001,1,1,1,3
204,Problem A,Crispin Waddy Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470725/problem-a,1.5,-1,Boulder,V1,1,10.0,37.4183,-118.45297,2,2,2,4
205,Don't Box Me In,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086665/dont-box-me-in,1.6,-1,Boulder,V1,1,10.0,37.41898,-118.45338999999998,14,6,2,40
206,Slight Inducement,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086687/slight-inducement,2.9,-1,Boulder,V1,1,12.0,37.41898,-118.45338999999998,99,35,131,151
207,Andrew's Arête,Stimulus Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110129921/andrews-arete,2.0,-1,Boulder,V1,1,13.0,37.41897,-118.45438999999999,1,1,2,1
208,Old Peculiar,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153375/old-peculiar,2.0,-1,Boulder,V1,1,8.0,37.41682,-118.45066000000001,1,1,0,2
209,De Nile,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107915096/de-nile,2.0,-1,Boulder,V1,1,,37.41873,-118.45395,1,1,0,2
210,Pupfish Souzaphone,Trombone Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112779352/pupfish-souzaphone,2.0,-1,Boulder,V1+,1,14.0,37.4171,-118.44991,3,1,1,3
211,Not The Clapper,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272979/not-the-clapper,3.2,-1,Boulder,V1+,1,15.0,37.41533,-118.44877,59,20,74,81
212,Tequila Flange,Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109139833/tequila-flange,1.0,-1,Boulder,V1+,1,15.0,37.4182,-118.4521,1,1,3,2
213,Secret to Success,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086677/secret-to-success,2.5,-1,Boulder,V1+,1,12.0,37.41898,-118.45338999999998,58,24,17,89
214,Stem Savvy,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574281/stem-savvy,2.0,-1,Boulder,V1-2,1,8.0,37.41653,-118.44996,1,1,1,1
215,Meth Squealer,Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107064199/meth-squealer,1.9,-1,Boulder,V2,1,,37.41624,-118.44938,11,4,9,18
216,Tin Medusa Left,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275341/tin-medusa-left,2.0,-1,Boulder,V2,1,8.0,37.41632,-118.44928,4,1,6,10
217,Run With Me,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107027023/run-with-me,2.5,-1,Boulder,V2,1,20.0,37.41617,-118.4493,20,5,13,32
218,Exit the Rat,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109127864/exit-the-rat,1.3,-1,Boulder,V2,1,10.0,37.41617,-118.4493,3,2,1,4
219,Big Chicken Stand,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109660346/big-chicken-stand,2.7,-1,Boulder,V2,1,17.0,37.41747,-118.45136000000001,49,14,50,59
220,Beam Me Up Scottie,Solarium Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086122/beam-me-up-scottie,2.5,-1,Boulder,V2,1,15.0,37.41737,-118.45125,26,6,42,47
221,An Art of Leisure,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976668/an-art-of-leisure,2.0,-1,Boulder,V2,1,15.0,37.41728,-118.45034,11,4,2,17
222,Sixty Foot Woman Traverse,Sixty Foot Woman Wall > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326756/sixty-foot-woman-traverse,2.9,-1,Boulder,V2,1,60.0,37.41782,-118.45114,36,8,123,42
223,Spinal Snap,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331162/spinal-snap,2.8,-1,Boulder,V2,1,15.0,37.41788,-118.45147,36,8,30,51
224,Spinal Snap Right Start,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331168/spinal-snap-right-start,2.6,-1,Boulder,V2,1,15.0,37.41788,-118.45147,24,7,13,34
225,Shaker,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996410/shaker,-1.0,-1,Boulder,V2,1,,37.41793,-118.45156999999999,0,1,0,1
226,Take it Like a Man,Take it Like A Man Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996430/take-it-like-a-man,2.0,-1,Boulder,V2,1,,37.41793,-118.45156999999999,1,1,0,2
227,Each Day We Get Closer to the Big Bad Fire,You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997152/each-day-we-get-closer-to-the-big-bad-fire,-1.0,-1,Boulder,V2,1,,37.41793,-118.45156999999999,0,1,0,1
228,Fluke,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997357/fluke,1.7,-1,Boulder,V2,1,10.0,37.41675,-118.44941999999999,3,1,2,8
229,Wicca Warrior,Black Magic Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996987/wicca-warrior,2.0,-1,Boulder,V2 R,1,20.0,37.41675,-118.44941999999999,2,2,6,2
230,Fargo,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997056/fargo,1.5,-1,Boulder,V2,1,18.0,37.416959999999996,-118.44946999999999,2,1,0,6
231,Ballorama,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997432/ballorama,1.0,-1,Boulder,V2,1,15.0,37.41675,-118.44941999999999,1,1,1,3
232,Boy,Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977784/boy,2.0,-1,Boulder,V2,1,12.0,37.416540000000005,-118.44888,1,1,0,4
233,Cheap New Age Fix,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108058276/cheap-new-age-fix,1.8,-1,Boulder,V2,1,10.0,37.4161,-118.45012,6,2,0,6
234,Sunny Side Up,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111703821/sunny-side-up,1.7,-1,Boulder,V2,1,6.0,37.4161,-118.45012,3,1,2,2
235,Needle Across The Groove,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272965/needle-across-the-groove,1.4,-1,Boulder,V2,1,10.0,37.41533,-118.44877,8,3,2,14
236,Pig Pen,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272971/pig-pen,2.3,-1,Boulder,V2,1,10.0,37.41533,-118.44877,35,8,18,61
237,Problem C,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273755/problem-c,2.4,-1,Boulder,V2,1,12.0,37.41525,-118.44878,30,3,7,52
238,Western Motif,Hair Trigger Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279685/western-motif,2.6,-1,Boulder,V2,1,12.0,37.415490000000005,-118.44928,8,4,4,8
239,Problem D,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045708/problem-d,2.2,-1,Boulder,V2,1,10.0,37.415690000000005,-118.44957,5,3,2,7
240,Fluffy Little Clouds,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108060014/fluffy-little-clouds,2.8,-1,Boulder,V2,1,20.0,37.415690000000005,-118.44957,4,2,3,3
241,Tao,Powis Boulder > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045645/tao,1.0,-1,Boulder,V2,1,10.0,37.41588,-118.44985,1,1,0,5
242,Let Them Eat Cake,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898143/let-them-eat-cake,2.0,-1,Boulder,V2,1,10.0,37.41622,-118.45021000000001,1,1,2,2
243,Galerie des Glaces,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898187/galerie-des-glaces,2.6,-1,Boulder,V2,1,30.0,37.41622,-118.45021000000001,7,2,11,5
244,Wavy Gravy,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086157/wavy-gravy,2.4,-1,Boulder,V2,1,10.0,37.416470000000004,-118.44993999999998,52,13,13,83
245,A Brief Conversation Ending in Divorce,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997261/a-brief-conversation-ending-in-divorce,2.0,-1,Boulder,V2,1,,37.4191,-118.4543,3,3,3,3
246,Viva Dead Mules,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997279/viva-dead-mules,1.0,-1,Boulder,V2,1,,37.4191,-118.4543,2,2,1,2
247,Rude Awakening,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107035611/rude-awakening,2.0,-1,Boulder,V2,1,20.0,37.4191,-118.4546,4,3,3,7
248,Don't Believe,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480909/dont-believe,2.0,-1,Boulder,V2 PG13,1,18.0,37.4191,-118.4546,1,1,2,2
249,Marty Lewis's Ever Changing Hair Line,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132012/marty-lewiss-ever-changing-hair-line,2.6,-1,Boulder,V2,1,15.0,37.418,-118.45200000000001,81,25,53,134
250,Up Your Skirt Left,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132929/up-your-skirt-left,2.0,-1,Boulder,V2,1,12.0,37.4178,-118.4519,38,10,13,72
251,Up Your Skirt Right,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132938/up-your-skirt-right,1.9,-1,Boulder,V2,1,12.0,37.4178,-118.4519,22,7,9,35
252,Unnamed 3,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132949/unnamed-3,1.8,-1,Boulder,V2,1,12.0,37.4178,-118.4519,11,2,3,22
253,It's The Altitude,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275413/its-the-altitude,2.3,-1,Boulder,V2 PG13,1,15.0,37.41607,-118.44887,8,3,2,16
254,Sunburst Seahorse,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275435/sunburst-seahorse,2.7,-1,Boulder,V2,1,12.0,37.41581,-118.44905,32,7,11,59
255,Auto-gedden,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106278623/auto-gedden,2.1,-1,Boulder,V2,1,25.0,37.415820000000004,-118.44842,15,4,5,38
256,Dance Mix,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275506/dance-mix,1.9,-1,Boulder,V2,1,12.0,37.41591,-118.44877,20,5,3,36
257,Extended Mix,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109641106/extended-mix,1.0,-1,Boulder,V2,1,15.0,37.41591,-118.44877,2,1,1,6
258,Born Lippy on the Isles of Cilley,Cilley Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326703/born-lippy-on-the-isles-of-cilley,1.6,-1,Boulder,V2,1,15.0,37.41847,-118.45248000000001,5,2,4,11
259,Slight Inducement Right,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086693/slight-inducement-right,2.5,-1,Boulder,V2,1,15.0,37.41898,-118.45338999999998,14,4,9,32
260,Cry Baby,Cry Baby Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480977/cry-baby,0.0,-1,Boulder,V2 PG13,1,15.0,37.41919,-118.45364,1,1,0,0
261,Coors Is Light,Coors Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107461234/coors-is-light,2.0,-1,Boulder,V2,1,,37.41689,-118.4507,23,7,12,44
262,Best Bitter,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153355/best-bitter,2.0,-1,Boulder,V2,1,8.0,37.41682,-118.45066000000001,1,1,0,1
