,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
115,Suspenders,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203672/suspenders,3.2,-1,Boulder,V5,1,15.0,37.307109999999994,-118.43541,16,4,3,22
116,The Handcuff Manual,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114066762/the-handcuff-manual,2.0,-1,Boulder,V5,1,13.0,37.30751,-118.43588999999999,2,1,0,1
117,Puberty,Puberty Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101341/puberty,2.0,-1,Boulder,V5-6,1,4.0,37.30787,-118.43748000000001,2,1,0,1
118,The Greatest Imperfection...,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108559728/the-greatest-imperfection,2.8,-1,Boulder,V6 PG13,1,17.0,37.306979999999996,-118.43701999999999,4,1,2,3
119,Pleiades,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592976/pleiades,2.0,-1,Boulder,V6,1,12.0,37.307359999999996,-118.43648,3,1,2,2
120,Skye Dance,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079071/skye-dance,3.8,-1,Boulder,V6,1,18.0,37.30766,-118.43605,29,14,56,32
121,McCallum,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523256/mccallum,3.5,-1,Boulder,V6,1,21.0,37.30766,-118.43605,2,1,2,1
122,Guilty Conscience,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523312/guilty-conscience,3.0,-1,Boulder,V6,1,18.0,37.30766,-118.43605,2,1,1,1
123,Natural Philosophy,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079231/natural-philosophy,2.0,-1,Boulder,V6,1,10.0,37.30761,-118.43628000000001,2,3,1,1
124,Poltergeist,Blood Kin Stone > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108034398/poltergeist,2.3,-1,Boulder,V7-,1,,37.30744,-118.43635,3,3,1,3
125,Cayla,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106322946/cayla,3.9,-1,Boulder,V7,1,16.0,37.30766,-118.43605,7,4,14,2
126,All Fired Up,All Fired Up Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107205724/all-fired-up,3.6,-1,Boulder,V7,1,13.0,37.30764,-118.4361,5,2,20,4
127,Denton's Diversion,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106563938/dentons-diversion,2.8,-1,Boulder,V7,1,,37.30761,-118.43628000000001,6,5,13,5
128,Soul Window,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523224/soul-window,2.5,-1,Boulder,V8,1,18.0,37.30766,-118.43605,2,1,0,1
129,Through the Window,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523238/through-the-window,3.0,-1,Boulder,V8,1,18.0,37.30766,-118.43605,2,1,0,2
130,Old Ei,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523180/old-ei,3.5,-1,Boulder,V8,1,,37.30761,-118.43628000000001,2,1,2,2
131,Red Light District,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107205646/red-light-district,2.0,-1,Boulder,V8,1,16.0,37.307109999999994,-118.43541,2,1,2,1
132,Days of Blunder,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079201/days-of-blunder,2.0,-1,Boulder,V8-9,1,15.0,37.30761,-118.43628000000001,2,2,2,2
133,Golden Child,Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126834/golden-child,3.0,-1,Boulder,V9,1,15.0,37.30733,-118.4365,3,2,3,2
134,Lizard Therapy,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112573520/lizard-therapy,4.0,-1,Boulder,V9,1,12.0,37.30751,-118.43588999999999,2,1,4,2
135,The Sloth,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114059031/the-sloth,3.0,-1,Boulder,V9+ PG13,1,19.0,37.306979999999996,-118.43701999999999,2,2,0,1
136,Shock Therapy,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101201/shock-therapy,1.0,-1,Boulder,V9-10,1,12.0,37.30751,-118.43588999999999,1,1,0,0
137,Denton's Remorse,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523189/dentons-remorse,3.5,-1,Boulder,V10,1,20.0,37.30761,-118.43628000000001,4,3,9,3
138,Sleipnir,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101331/sleipnir,2.0,-1,Boulder,V11,1,28.0,37.307359999999996,-118.43648,1,1,0,0
139,Denton Calhoun,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079174/denton-calhoun,3.0,-1,Boulder,V11,1,20.0,37.30761,-118.43628000000001,1,1,0,0
140,Gasperini,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114076384/gasperini,3.0,-1,Boulder,V11-12,1,15.0,37.30766,-118.43605,1,1,1,0
141,Lounge Lizards,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574811/lounge-lizards,3.0,-1,Boulder,V12 PG13,1,14.0,37.30751,-118.43588999999999,1,1,3,0
