,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
26,V for Victory,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106625551/v-for-victory,1.0,-1,Boulder,V-easy,1,12.0,34.014309999999995,-116.17112,2,2,3,7
27,Golden Monkey,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106625560/golden-monkey,1.0,-1,Boulder,V-easy,1,12.0,34.014309999999995,-116.17112,2,1,2,4
28,Storm King,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106625565/storm-king,1.0,-1,Boulder,V-easy,1,12.0,34.014309999999995,-116.17112,2,1,0,4
29,Hop Devil,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106632860/hop-devil,1.0,-1,Boulder,V-easy,1,12.0,34.014309999999995,-116.17112,2,1,0,3
30,Northwest Arete,Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106047068/northwest-arete,2.4,-1,Boulder,V-easy,1,20.0,34.0099,-116.16866,40,8,85,66
31,Descent Route,Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106143792/descent-route,1.5,-1,Boulder,V-easy,1,15.0,34.0099,-116.16866,17,6,4,25
32,Down with the Ship,Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106143754/down-with-the-ship,1.3,-1,Boulder,V-easy,1,18.0,34.01102,-116.16606000000002,6,3,2,10
33,Turnbuckle Arete,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106296025/turnbuckle-arete,1.9,-1,Boulder,V-easy,1,12.0,34.01102,-116.16606000000002,15,3,9,39
34,Turnbuckle Slab,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106296817/turnbuckle-slab,1.8,-1,Boulder,V-easy,1,12.0,34.01102,-116.16606000000002,15,6,4,27
35,Turnbuckle Descent,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106296822/turnbuckle-descent,1.6,-1,Boulder,V-easy,1,12.0,34.01102,-116.16606000000002,13,2,3,22
36,Descent Route,Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106117037/descent-route,1.7,-1,Boulder,V-easy,1,20.0,34.00987,-116.16843,17,3,8,26
37,Flakey Boulder Right,Flakey Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106123991/flakey-boulder-right,1.2,-1,Boulder,V-easy,1,15.0,34.01001,-116.16739,5,3,4,8
38,Hot and Juicy,Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106126580/hot-and-juicy,2.6,-1,Boulder,V-easy,1,17.0,34.01273,-116.16842,14,7,40,20
39,Fat Flake,Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106126617/fat-flake,1.5,-1,Boulder,V-easy,1,14.0,34.01273,-116.16842,4,3,3,6
40,South Face,Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106072550/south-face,1.4,-1,Boulder,V-easy,1,17.0,34.01428,-116.15827,15,6,16,19
41,Manx,Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115224/manx,1.9,-1,Boulder,V-easy,1,16.0,34.01428,-116.15827,18,5,24,39
42,The Womb,The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106051737/the-womb,2.5,-1,Boulder,V-easy,1,13.0,34.01417,-116.15807,60,17,201,127
43,At Your Cervix,The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/114302640/at-your-cervix,2.0,-1,Boulder,V-easy,1,20.0,34.01417,-116.15807,1,0,5,1
44,Unnamed .6,The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/114432536/unnamed-6,1.3,-1,Boulder,V-easy,1,8.0,34.01398,-116.15438999999999,4,1,2,5
45,Nebula,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106046667/nebula,1.7,-1,Boulder,V-easy,1,15.0,34.013459999999995,-116.15442,12,2,11,25
46,Ceres,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106046686/ceres,1.7,-1,Boulder,V-easy,1,15.0,34.013459999999995,-116.15442,15,2,7,29
47,Pioneer,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106046757/pioneer,1.4,-1,Boulder,V-easy,1,15.0,34.013459999999995,-116.15442,13,2,4,25
48,Juno,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107428319/juno,1.2,-1,Boulder,V-easy,1,15.0,34.013459999999995,-116.15442,5,2,1,14
49,unknown,Little Big Horn Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106647273/unknown,1.0,-1,Boulder,V-easy,1,20.0,34.013459999999995,-116.15442,1,1,1,1
50,Yacumama,Anaconda Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106275816/yacumama,1.0,-1,Boulder,V-easy PG13,1,20.0,34.013459999999995,-116.15442,1,1,6,0
51,Hershey Kiss Off,Hershey Kiss Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106315286/hershey-kiss-off,1.5,-1,Boulder,V-easy,1,10.0,34.14302,-116.31326000000001,2,1,8,2
52,Descent Route,Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111704760/descent-route,1.2,-1,Boulder,V-easy PG13,1,16.0,34.0184,-116.16365,5,2,2,5
53,Northeast Corner,School Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725299/northeast-corner,1.5,-1,Boulder,V-easy,1,20.0,34.0184,-116.16365,2,1,4,2
54,Morsel,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106382726/morsel,1.6,-1,Boulder,V-easy,1,10.0,34.01672,-116.16391999999999,7,3,2,6
55,Snack,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106382737/snack,1.6,-1,Boulder,V-easy,1,10.0,34.01672,-116.16391999999999,8,4,3,9
56,Tidbit,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106382747/tidbit,1.6,-1,Boulder,V-easy,1,10.0,34.01672,-116.16391999999999,5,2,5,2
57,Dollop,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106385988/dollop,1.3,-1,Boulder,V-easy,1,10.0,34.01672,-116.16391999999999,9,4,2,8
58,Snack Attack,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106386022/snack-attack,1.7,-1,Boulder,V-easy,1,10.0,34.01672,-116.16391999999999,6,2,1,4
59,Snack Crackle Pop,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106387052/snack-crackle-pop,1.3,-1,Boulder,V-easy,1,8.0,34.01672,-116.16391999999999,3,1,1,1
60,Snack Trap,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106387057/snack-trap,1.3,-1,Boulder,V-easy,1,8.0,34.01672,-116.16391999999999,4,1,0,1
61,Knuckle Cracker,Intersection Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106463958/knuckle-cracker,2.1,-1,Boulder,V-easy,1,20.0,34.0184,-116.16365,14,3,41,25
62,Pothole Problem  2,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792579/pothole-problem-2,1.6,-1,Boulder,V-easy,1,12.0,34.016259999999996,-116.16212,24,4,16,68
63,Pothole Mantel  2,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792586/pothole-mantel-2,1.7,-1,Boulder,V-easy,1,12.0,34.016259999999996,-116.16212,13,2,6,34
64,Pothole Arete,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792593/pothole-arete,1.5,-1,Boulder,V-easy,1,12.0,34.016259999999996,-116.16212,15,2,6,42
65,Pothole Slab,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792599/pothole-slab,1.6,-1,Boulder,V-easy,1,13.0,34.016259999999996,-116.16212,18,2,9,51
66,Desert Rat Crack,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792606/desert-rat-crack,2.1,-1,Boulder,V-easy,1,14.0,34.016259999999996,-116.16212,22,4,40,59
67,Paddler,Pinhead Boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106169373/paddler,1.6,-1,Boulder,V-easy,1,15.0,34.01999,-116.16161000000001,36,14,10,83
68,Pinhead Traverse,Pinhead Boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106292515/pinhead-traverse,1.6,-1,Boulder,V-easy,1,10.0,34.01999,-116.16161000000001,54,19,14,127
69,Scoops,Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106224147/scoops,1.6,-1,Boulder,V-easy,1,13.0,34.018240000000006,-116.16346000000001,18,5,14,39
70,Big Lizard in my Backyard,Chuckawalla Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106067212/big-lizard-in-my-backyard,1.5,-1,Boulder,V-easy,1,10.0,34.0202,-116.165,24,7,4,53
71,Mr. H,Voices Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725473/mr-h,1.9,-1,Boulder,V-easy,1,12.0,34.0204,-116.16556000000001,49,13,9,108
72,Voices Arete,Voices Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725476/voices-arete,1.9,-1,Boulder,V-easy,1,12.0,34.0204,-116.16556000000001,45,12,8,88
73,West Face,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106044167/west-face,2.2,-1,Boulder,V-easy,1,15.0,34.0202,-116.165,19,3,7,53
74,The Egg Timer,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106044195/the-egg-timer,1.5,-1,Boulder,V-easy,1,10.0,34.0202,-116.165,11,2,6,13
75,West Face Arete,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107996033/west-face-arete,1.4,-1,Boulder,V-easy,1,9.0,34.0202,-116.165,7,2,3,13
76,West Face - Right,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107996040/west-face-right,1.7,-1,Boulder,V-easy,1,11.0,34.0202,-116.165,12,3,3,26
77,Without a Trace,Without A Trace Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106130796/without-a-trace,1.0,-1,Boulder,V-easy,1,20.0,34.0202,-116.165,1,1,1,0
78,Scudder Slab B,Laura Scudder Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109150860/scudder-slab-b,0.9,-1,Boulder,V-easy,1,10.0,34.01896,-116.16561999999999,7,4,0,7
79,Problem A,Under Lizzy Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453955/problem-a,1.0,-1,Boulder,V-easy,1,12.0,34.01907,-116.16609,2,1,2,2
80,Problem C,Under Lizzy Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453976/problem-c,1.3,-1,Boulder,V-easy,1,13.0,34.01907,-116.16609,3,2,2,2
81,Problem D,Under Lizzy Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453979/problem-d,1.0,-1,Boulder,V-easy,1,12.0,34.01907,-116.16609,1,1,1,1
82,Hooker on Crack,Hooker Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112454187/hooker-on-crack,1.0,-1,Boulder,V-easy,1,12.0,34.019290000000005,-116.16592,1,1,1,0
83,Wannabe,Facet Boulder > Ryan Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106157170/wannabe,1.2,-1,Boulder,V-easy,1,10.0,33.984140000000004,-116.1525,20,7,8,32
84,Dreaming of the Mantel,Master Boulder > Ryan Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106742669/dreaming-of-the-mantel,1.0,-1,Boulder,V-easy,1,20.0,33.983000000000004,-116.1545,2,1,1,3
85,Lumpy,Chocolate Boulder 1 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789399/lumpy,1.1,-1,Boulder,V-easy,1,15.0,34.06265,-116.22634,8,4,4,23
86,Mini-Arete,Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789405/mini-arete,1.4,-1,Boulder,V-easy,1,10.0,34.06265,-116.22634,14,7,4,34
87,Mini-Slab,Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789408/mini-slab,1.4,-1,Boulder,V-easy,1,10.0,34.06265,-116.22634,12,6,3,25
88,Rotten Teeth,Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109990589/rotten-teeth,1.0,-1,Boulder,V-easy,1,8.0,34.06265,-116.22634,3,2,3,5
89,Problem A,Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989591/problem-a,1.0,-1,Boulder,V-easy,1,9.0,34.06265,-116.22634,1,1,1,6
90,Sinfully Delicious,Chocolate Boulder 2 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789836/sinfully-delicious,1.3,-1,Boulder,V-easy,1,13.0,34.06265,-116.22634,11,7,10,22
91,The Choc-o-Roach,Choc-o-Roach > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989767/the-choc-o-roach,2.5,-1,Boulder,V-easy,1,13.0,34.060159999999996,-116.2243,2,1,9,5
92,Problem A,Choc-o-Roach > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989773/problem-a,1.0,-1,Boulder,V-easy,1,11.0,34.060159999999996,-116.2243,1,1,3,3
93,Warm-Down,Miledi Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105790040/warm-down,1.0,-1,Boulder,V-easy R,1,10.0,34.0752,-116.24196,4,3,0,5
94,Hoffmans Highman,Miledi Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105790049/hoffmans-highman,1.0,-1,Boulder,V-easy R,1,20.0,34.0752,-116.24196,1,1,0,1
95,Problem A,Grainy Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049039/problem-a,1.0,-1,Boulder,V-easy,1,10.0,34.07526,-116.24197,1,1,0,2
96,Zygote,Embryo Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106622306/zygote,1.0,-1,Boulder,V-easy,1,10.0,34.0808,-116.2462,1,1,1,0
97,Blastula,Embryo Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106622312/blastula,1.0,-1,Boulder,V-easy PG13,1,15.0,34.0808,-116.2462,2,1,0,1
