route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
Problem A,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106322579/problem-a,2.6,-1,Boulder,V2,1,15,37.32906,-118.5768,106322579,2,16,5,14,24
Hobbs' Problem,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106353989/hobbs-problem,3,-1,Boulder,V2,1,15,37.32909,-118.57791,106353989,2,25,6,28,37
The Hunk,The Hunk > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106382086/the-hunk,3.7,-1,Boulder,V2,1,20,37.32886,-118.57512,106382086,2,182,56,292,267
Dale's Right,Led Zeppelin Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106418652/dales-right,3,-1,Boulder,V2,1,15,37.31777,-118.57443,106418652,2,7,2,7,6
Unnamed V2,Fear Of A Black Planet Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241147/unnamed-v2,2,-1,Boulder,V2,1,,37.32093,-118.57408,114241147,2,1,1,1,1
"No Words, No Talk",Queen Sweet Nectar Boulder > Secrets of the Beehive Area > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112499909/no-words-no-talk,1,-1,Boulder,V2 PG13,1,32,37.33684,-118.57604,112499909,2,1,1,0,0
Xen,Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728209/xen,3.5,-1,Boulder,V2,1,12,37.32287,-118.5802,111728209,2,4,1,24,2
unknown,Walkabout 4 > Walkabout Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054783/unknown,2,-1,Boulder,V2,1,,37.31611,-118.58189,114054783,2,1,1,1,0
Birthday Link,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277567/birthday-link,2.6,-1,Boulder,V2+,1,12,37.33004,-118.57901,106277567,2.25,25,7,12,50
To Kill Ya Corner,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106029305/to-kill-ya-corner,3.1,-1,Boulder,V3,1,,37.3388,-118.5776,106029305,3,31,7,24,33
Perry's Pose,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683780/perrys-pose,3,-1,Boulder,V3,1,10,37.3388,-118.5776,111683780,3,2,1,16,2
Edge of Reason,Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111730011/edge-of-reason,2.2,-1,Boulder,V3,1,13,37.32508,-118.58025,111730011,3,6,3,10,6
Lidija's Mouth,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106589288/lidijas-mouth,3.5,-1,Boulder,V3,1,12,37.3377,-118.5701,106589288,3,77,28,171,87
Bee Sneeze,Apiary Boulder > Apiary Area > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108087978/bee-sneeze,3.3,-1,Boulder,V3 PG13,1,20,37.3378,-118.5725,108087978,3,6,5,17,5
Scooped Face,Honey Bear Bong Boulder > Apiary Area > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108107994/scooped-face,3,-1,Boulder,V3 R,1,25,37.3378,-118.5727,108107994,3.25,6,4,5,4
Birthday Direct,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106027088/birthday-direct,3.3,-1,Boulder,V3,1,12,37.33004,-118.57901,106027088,3,239,80,317,391
Problem E,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277539/problem-e,2.5,-1,Boulder,V3,1,12,37.33004,-118.57901,106277539,3,8,3,9,14
Problem F,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277548/problem-f,2.6,-1,Boulder,V3,1,12,37.33004,-118.57901,106277548,3,13,2,8,20
Birthday Skyline,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106277573/birthday-skyline,2.5,-1,Boulder,V3,1,12,37.33004,-118.57901,106277573,3,68,17,39,86
South Roof Crack,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106495092/south-roof-crack,2.5,-1,Boulder,V3,1,,37.33004,-118.57901,106495092,3,2,1,8,2
Dyno Problem,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108048847/dyno-problem,2.4,-1,Boulder,V3,1,12,37.32863,-118.57634,108048847,3,10,6,5,11
East Rib,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107908759/east-rib,3.5,-1,Boulder,V3 PG13,1,30,37.32873,-118.57534,107908759,3,15,3,16,15
Rail Problem,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936169/rail-problem,2.3,-1,Boulder,V3,1,,37.3282,-118.5761,105936169,3,32,8,12,45
Roadside Highball,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107916146/roadside-highball,3.5,-1,Boulder,V3 PG13,1,18,37.3282,-118.5761,107916146,3,15,3,11,15
Slots,Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107987370/slots,1.5,-1,Boulder,V3,1,12,37.3282,-118.5762,107987370,3,2,1,5,1
Problem A,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936787/problem-a,2.3,-1,Boulder,V3,1,,37.32964,-118.57869,105936787,3,24,9,14,43
Yeast,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108602480/yeast,3,-1,Boulder,V3,1,,37.33022,-118.57882,108602480,3,10,4,5,14
Dough Boy,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108637157/dough-boy,2.5,-1,Boulder,V3,1,15,37.33022,-118.57882,108637157,3,4,1,8,5
Unnamed V3,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106881121/unnamed-v3,2.2,-1,Boulder,V3,1,,37.33057,-118.57834,106881121,3,9,2,4,10
East Side Story,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108367743/east-side-story,3.8,-1,Boulder,V3,1,30,37.33057,-118.57834,108367743,3,17,10,100,18
King Tut,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105972724/king-tut,3.3,-1,Boulder,V3,1,17,37.329,-118.5773,105972724,3,216,54,209,350
Funky Tut,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106077053/funky-tut,3.2,-1,Boulder,V3,1,15,37.329,-118.5773,106077053,3,218,48,127,388
Tut Crack,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/113967435/tut-crack,2,-1,Boulder,V3,1,,37.329,-118.5773,113967435,3,2,1,3,2
Pope's Problem,Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109565882/popes-problem,3.3,-1,Boulder,V3 R,1,25,37.33013,-118.5785,109565882,3.25,8,6,32,5
Dale's Left,Led Zeppelin Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106568823/dales-left,2.7,-1,Boulder,V3,1,18,37.31777,-118.57443,106568823,3,3,2,2,2
Agent Orange,Agent Orange Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116715318/agent-orange,1,-1,Boulder,V3,1,12,37.31821,-118.57395,116715318,3,1,1,0,1
Unnamed V3,Xav's Roof Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241195/unnamed-v3,2,-1,Boulder,V3,1,,37.31814,-118.57567,114241195,3,1,1,0,1
Small Fruit,Small Fruit Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241174/small-fruit,3,-1,Boulder,V3,1,,37.32093,-118.57407,114241174,3,1,1,2,0
Bone Bulge,Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715456/bone-bulge,1,-1,Boulder,V3,1,14,37.32143,-118.58055,111715456,3,1,1,0,0
Split Arete,Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728223/split-arete,2,-1,Boulder,V3,1,14,37.32287,-118.5802,111728223,3,1,1,2,0
Green Face,Warmup Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054355/green-face,2,-1,Boulder,V3,1,15,37.31829,-118.5863,114054355,3,1,1,0,0
Snake Eyes,Snake Eyes Boulder > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054451/snake-eyes,2,-1,Boulder,V3,1,,37.31538,-118.5724,114054451,3,1,1,0,0
The Green Room,The Green Room > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054469/the-green-room,2,-1,Boulder,V3 PG13,1,,37.31518,-118.57184,114054469,3,1,1,0,0
Unknown,The Orange Slab Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054542/unknown,4,-1,"Boulder, Alpine",V3 R,1,,37.28632,-118.64951,114054542,3.25,1,1,4,0
Iron Woman Traverse,Iron Woman > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054604/iron-woman-traverse,2,-1,"Boulder, Alpine",V3,1,,37.28687,-118.64932,114054604,3,1,1,4,0
The Pit,The Pit Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054613/the-pit,2,-1,"Boulder, Alpine",V3 PG13,1,,37.28678,-118.64973,114054613,3,1,1,0,0
Cracked,Cracked Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054623/cracked,3,-1,"Boulder, Alpine",V3 PG13,1,,37.2863,-118.65008,114054623,3,1,1,0,0
HooHaw,The Sexy Bloc > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115394209/hoohaw,2.5,-1,Boulder,V3,1,14,37.33501,-118.55503,115394209,3,2,1,7,2
Iron Man Sit,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112790594/iron-man-sit,4,-1,Boulder,V3+,1,,37.33001,-118.57811,112790594,3.25,1,1,19,3
Big Dave's Big Find,Upside Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106916321/big-daves-big-find,1.5,-1,Boulder,V3+,1,15,37.3276,-118.5757,106916321,3.25,2,2,3,2
Cuban Roll,Cuban Roll Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106568885/cuban-roll,3.5,-1,Boulder,V3+,1,20,37.31742,-118.5743,106568885,3.25,12,6,20,11
Charlie Brown,Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712253/charlie-brown,1.5,-1,Boulder,V3+,1,10,37.32283,-118.57926,111712253,3.25,4,3,0,3
West Corner,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105969025/west-corner,2.2,-1,Boulder,V3-4,1,12,37.32837,-118.57479,105969025,3.5,13,4,13,15
Grovel Roof,Grovel Roof Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106909066/grovel-roof,2.6,-1,Boulder,V3-4,1,15,37.32987,-118.57783,106909066,3.5,8,3,15,10
Follow The Pollen Path,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109665927/follow-the-pollen-path,2.3,-1,Boulder,V4-,1,15,37.3383,-118.5721,109665927,3.75,6,1,8,8
The Rising,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106027098/the-rising,2.9,-1,Boulder,V4-,1,,37.33022,-118.57882,106027098,3.75,49,14,53,64
Buttermilk Stem SDS,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109519160/buttermilk-stem-sds,3.4,-1,Boulder,V4-,1,15,37.32906,-118.5768,109519160,3.75,40,15,77,71
Grommit,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106381955/grommit,3.7,-1,Boulder,V4,1,15,37.3388,-118.5776,106381955,4,18,8,44,15
"No Sense, No Reason",Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111730042/no-sense-no-reason,2.8,-1,Boulder,V4,1,13,37.32508,-118.58025,111730042,4,6,2,13,7
Beekeeping for Profit & Pleasure,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106408152/beekeeping-for-profit-pleasure,3.1,-1,Boulder,V4,1,25,37.3383,-118.5721,106408152,4,14,3,30,16
Jedi Mind Tricks,Jedi Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106464345/jedi-mind-tricks,3.9,-1,Boulder,V4 PG13,1,25,37.3366,-118.5703,106464345,4,121,45,546,160
Slipstream,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728208/slipstream,1.7,-1,Boulder,V4,1,10,37.32837,-118.57479,111728208,4,3,1,1,2
Cave Problem,Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936107/cave-problem,2.4,-1,Boulder,V4,1,,37.32817,-118.57477,105936107,4,86,28,95,136
East Face Sit,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114263540/east-face-sit,2.7,-1,Boulder,V4,1,35,37.32888,-118.57484,114263540,4,3,2,2,2
Dripper,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115681919/dripper,3,-1,Boulder,V4,1,25,37.32888,-118.57484,115681919,4,2,1,1,1
Problem B SDS,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108934821/problem-b-sds,1,-1,Boulder,V4,1,10,37.32873,-118.57534,108934821,4,2,1,1,5
Problem B,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107987397/problem-b,1.6,-1,Boulder,V4,1,18,37.3282,-118.5761,107987397,4,5,2,3,7
Bowling Pin,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936179/bowling-pin,3.6,-1,Boulder,V4,1,,37.32959,-118.5772,105936179,4,168,67,288,196
Hager Face,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106095854/hager-face,2.3,-1,Boulder,V4,1,15,37.33014,-118.57777,106095854,4,6,1,7,7
Iron Man Traverse,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936763/iron-man-traverse,3.6,-1,Boulder,V4,1,,37.33001,-118.57811,105936763,4,329,89,552,493
Unnamed V4,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107370986/unnamed-v4,1.5,-1,Boulder,V4,1,8,37.33001,-118.57811,107370986,4,2,1,2,2
Nan Bread,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108637144/nan-bread,3.3,-1,Boulder,V4,1,15,37.33022,-118.57882,108637144,4,11,5,27,10
Lululator,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060941/lululator,2.5,-1,Boulder,V4,1,,37.329,-118.5773,106060941,4,26,8,14,32
Wimberries,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107024502/wimberries,2.7,-1,Boulder,V4,1,15,37.329,-118.5773,107024502,4,22,8,9,26
Problem D SDS,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108048884/problem-d-sds,1,-1,Boulder,V4,1,12,37.329,-118.5773,108048884,4,1,1,2,3
Unnamed (Brian's Finish),Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106130703/unnamed-brians-finish,2.3,-1,Boulder,V4,1,15,37.32906,-118.5768,106130703,4,12,5,3,14
Unnamed V4,Boy and Girl Rocks > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106442744/unnamed-v4,2.4,-1,Boulder,V4,1,15,37.32993,-118.57853,106442744,4,22,6,7,42
Southwest Face,Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045129/southwest-face,3,-1,"Trad, Boulder",V4,1,,37.33013,-118.5785,107045129,4,7,4,7,3
Green Hornet,Green Hornet Boulder > Dale's West > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106737211/green-hornet,3.9,-1,Boulder,V4,1,18,37.3185,-118.5781,106737211,4,38,18,95,45
The Form,Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111711869/the-form,2,-1,Boulder,V4,1,20,37.33673,-118.57572,111711869,4,1,1,0,0
The Roof,Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111711939/the-roof,1,-1,Boulder,V4,1,17,37.33673,-118.57572,111711939,4,1,1,0,0
"Harder, Browner",Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712307/harder-browner,1.3,-1,Boulder,V4,1,11,37.32283,-118.57926,111712307,4,3,2,0,3
Boneyard Dyno,Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715402/boneyard-dyno,1,-1,Boulder,V4,1,13,37.32143,-118.58055,111715402,4,1,1,1,0
Unknown,The McNugget > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054366/unknown,2,-1,Boulder,V4,1,10,37.31858,-118.58555,114054366,4,1,1,2,0
Snake Bite,Snake Eyes Boulder > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054454/snake-bite,2,-1,Boulder,V4,1,,37.31538,-118.5724,114054454,4,1,1,1,0
Cracked Arete,Cracked Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054628/cracked-arete,3,-1,"Boulder, Alpine",V4 PG13,1,,37.2863,-118.65008,114054628,4,1,1,0,0
Burger Barn Boogie,Rowell Rock > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116182012/burger-barn-boogie,2,-1,Boulder,V4+,1,25,37.32878,-118.57687,116182012,4.25,1,1,0,0
Macabre Proposition,Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715447/macabre-proposition,2,-1,Boulder,V4+ PG13,1,15,37.32143,-118.58055,111715447,4.25,1,1,0,0
Checkerboard Crack,The Checkerboard Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106705993/checkerboard-crack,1.8,-1,Boulder,V5,1,14,37.32544,-118.58067,106705993,5,4,4,1,6
Knight,The Knight Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111729996/knight,2,-1,Boulder,V5,1,15,37.32544,-118.57988,111729996,5,1,1,2,0
The Beekeeper's Apprentice,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108473024/the-beekeepers-apprentice,3.1,-1,Boulder,V5,1,25,37.3383,-118.5721,108473024,5,7,3,20,7
Suspended in Silence,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106645675/suspended-in-silence,3.8,-1,Boulder,V5 R,1,40,37.3377,-118.5701,106645675,5.25,61,26,104,57
Gazelle,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112432529/gazelle,2.3,-1,Boulder,V5,1,15,37.3377,-118.5701,112432529,5,7,1,3,9
Christine Keeler,Honey Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108700855/christine-keeler,1.3,-1,Boulder,V5,1,,37.337,-118.5702,108700855,5,4,1,1,4
Go Granny Go,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105879221/go-granny-go,2.9,-1,Boulder,V5,1,15,37.32837,-118.57479,105879221,5,128,47,172,172
Go Granny Go  Right Finish (V5),Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106662650/go-granny-go-right-finish-v5,3,-1,Boulder,V5,1,10,37.32837,-118.57479,106662650,5,56,16,62,79
Transporter Room,Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107956650/transporter-room,2.7,-1,Boulder,5.12c V5 X,1,45,37.32817,-118.57477,107956650,5,3,1,3,2
The Knobs,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107552546/the-knobs,2.9,-1,Boulder,V5,1,,37.32888,-118.57484,107552546,5,18,8,26,17
Devoted Traverse,Mandala/Pope's Prow Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109903545/devoted-traverse,2.7,-1,Boulder,V5,1,,37.32909,-118.57492,109903545,5,48,21,35,62
Lactose Intolerant,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070967/lactose-intolerant,3.2,-1,Boulder,V5,1,,37.32863,-118.57634,106070967,5,5,2,35,2
"Gleaming the Cube, High Start",Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108512652/gleaming-the-cube-high-start,2.6,-1,Boulder,V5,1,15,37.32863,-118.57634,108512652,5,15,8,10,30
Pain Grain (Stand),Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114007601/pain-grain-stand,3.3,-1,Boulder,V5,1,12,37.32863,-118.57634,114007601,5,9,3,25,14
2D,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114025039/2d,2,-1,Boulder,V5,1,15,37.32863,-118.57634,114025039,5,1,1,0,1
Marsha's Scoop (AKA Marsha's Nipple),Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107916151/marshas-scoop-aka-marshas-nipple,3.5,-1,Boulder,V5,1,10,37.3282,-118.5762,107916151,5,2,1,8,2
Gutter Ball,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115681956/gutter-ball,2,-1,Boulder,V5,1,20,37.32959,-118.5772,115681956,5,1,1,0,0
Easy Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106127021/easy-grit,2.3,-1,Boulder,V5,1,,37.33,-118.5782,106127021,5,10,3,13,9
Rail Problem,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936809/rail-problem,2.5,-1,Boulder,V5,1,,37.32964,-118.57869,105936809,5,15,9,9,21
Problem B,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060902/problem-b,2.6,-1,Boulder,V5,1,,37.32964,-118.57869,106060902,5,7,4,4,7
Flyboy Arete,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070944/flyboy-arete,3.1,-1,Boulder,V5,1,,37.33057,-118.57834,106070944,5,136,41,174,216
Tut Crack Left,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107327240/tut-crack-left,2,-1,Boulder,V5,1,,37.329,-118.5773,107327240,5,3,2,2,3
