route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
Dreams of Winter,Ice Flow > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620922/dreams-of-winter,2,-1,Boulder,V4,1,15,37.30718,-118.43633,108620922,4,1,1,1,2
Pretty in Pink - Left Variation,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724183/pretty-in-pink-left-variation,2.8,-1,Boulder,V4,1,15,37.30792,-118.43255,109724183,4,4,2,2,4
Freek Flag,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724206/freek-flag,2.2,-1,Boulder,V4,1,15,37.30792,-118.43255,109724206,4,5,3,1,5
Morning Glory,Morning Glory Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112519639/morning-glory,4,-1,Boulder,V4,1,18,37.30808,-118.43306,112519639,4,1,1,3,0
Afternoon Delight,Morning Glory Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112519880/afternoon-delight,2,-1,Boulder,V4,1,19,37.30808,-118.43306,112519880,4,1,1,0,0
Izzy Lizzy,Izzy Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724272/izzy-lizzy,4,-1,Boulder,V4,1,15,37.30782,-118.43321,109724272,4,1,1,3,2
Brother Law,All Fired Up Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112776962/brother-law,2.7,-1,Boulder,V4,1,10,37.30764,-118.4361,112776962,4,3,3,3,2
White Man's Overbite,White Man's Overbite Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112529636/white-mans-overbite,2,-1,Boulder,V4,1,,37.30766,-118.43622,112529636,4,1,1,1,1
Kredulf,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079179/kredulf,3.8,-1,Boulder,V4,1,12,37.30761,-118.43628,106079179,4,30,14,67,33
Spoiled Blond,Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112520755/spoiled-blond,2.9,-1,Boulder,V4,1,8,37.30758,-118.4365,112520755,4,8,5,7,7
A Maid of Constant Sorrow,Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101002/a-maid-of-constant-sorrow,2,-1,Boulder,V4,1,10,37.30758,-118.4365,114101002,4,1,1,0,0
Wimmin of Climbing,Wimmin Cave > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621025/wimmin-of-climbing,1,-1,Boulder,V4,1,8,37.30711,-118.43563,108621025,4,1,2,0,0
The Hidden Value of a Cheap Thrill,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621125/the-hidden-value-of-a-cheap-thrill,1,-1,Boulder,V4,1,10,37.30711,-118.43541,108621125,4,2,2,0,3
Kojakian Wisdom Reworked,Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621109/kojakian-wisdom-reworked,3,-1,Boulder,V4,1,16,37.3071,-118.435,108621109,4,9,2,5,12
Chaps,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101268/chaps,2,-1,Boulder,V4,1,10,37.30751,-118.43589,114101268,4,1,1,0,0
Vinland,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592983/vinland,1,-1,Boulder,V4+,1,12,37.30736,-118.43648,108592983,4.25,2,1,0,3
Arch Drude,Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107205673/arch-drude,3.7,-1,Boulder,V5-,1,18,37.3074,-118.4372,107205673,4.75,23,13,34,21
Fear of the Unknown (Sit),Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107018224/fear-of-the-unknown-sit,3,-1,Boulder,V5 PG13,1,17,37.30698,-118.43702,107018224,5,4,3,2,1
Sloth Stand Start,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203656/sloth-stand-start,2,-1,Boulder,V5,1,,37.30698,-118.43702,107203656,5,2,1,1,2
Prostrate to the Higher Mind,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106123695/prostrate-to-the-higher-mind,2.8,-1,Boulder,V5,1,12,37.30761,-118.43628,106123695,5,9,6,12,14
Arch Drude (Left Start),Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108559707/arch-drude-left-start,3.8,-1,Boulder,V5,1,18,37.3074,-118.4372,108559707,5,13,8,27,12
