route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
Topsy-Turvy Times,Tom Peter's Slab > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273879/topsy-turvy-times,1.8,-1,Boulder,V0 R,1,22,37.41587,-118.44899,106273879,0.25,11,3,3,17
Wow Is Me,Wow Is Me Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273831/wow-is-me,1.9,-1,Boulder,V0,1,8,37.41581,-118.44905,106273831,0,15,4,3,26
Ain't But This Other Way,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574335/aint-but-this-other-way,2,-1,Boulder,V0,1,6,37.41582,-118.44842,112574335,0,2,2,3,14
Zero Roof,Zero Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475705/zero-roof,2.7,-1,Boulder,V0,1,8,37.4159,-118.44855,112475705,0,18,9,12,47
Zero Hero,Zero Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475711/zero-hero,2,-1,Boulder,V0,1,5,37.4159,-118.44855,112475711,0,3,2,4,9
Zero,Zero Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475780/zero,2,-1,Boulder,V0,1,7,37.4159,-118.44857,112475780,0,6,3,7,21
Zero Arete,Zero Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475869/zero-arete,1.5,-1,Boulder,V0,1,8,37.4159,-118.44857,112475869,0,4,3,3,5
Jugula,Zero Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475878/jugula,2,-1,Boulder,V0,1,8,37.4159,-118.44857,112475878,0,1,1,5,6
Elephant Graveyard,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086059/elephant-graveyard,2.1,-1,Boulder,V0,1,15,37.41844,-118.45269,106086059,0,17,5,11,40
Incoming,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086071/incoming,2.4,-1,Boulder,V0,1,20,37.41844,-118.45269,106086071,0,10,3,7,17
Cilley Mantel,Cilley Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326694/cilley-mantel,1.8,-1,Boulder,V0,1,10,37.41847,-118.45248,106326694,0,20,11,5,37
Problem A,Slab Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470673/problem-a,1,-1,Boulder,V0,1,10,37.41827,-118.45276,111470673,0,1,1,3,3
Don't Be A Cry Baby,Cry Baby Buttress > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111481114/dont-be-a-cry-baby,2,-1,Boulder,V0,1,15,37.41925,-118.45372,111481114,0,1,1,1,3
Fractured Personality,Split Melon Right Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996259/fractured-personality,1.6,-1,Boulder,V0,1,,37.41706,-118.45061,106996259,0,5,1,4,7
Corner Route,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106100119/corner-route,3.3,-1,Boulder,V0+,1,18,37.41632,-118.44928,106100119,0.25,109,20,194,192
Indicision,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086113/indicision,1.6,-1,Boulder,V0+,1,15,37.41747,-118.45136,106086113,0.25,17,9,13,27
Happy Hooker,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106130507/happy-hooker,2.1,-1,Boulder,V0+,1,10,37.41724,-118.45103,106130507,0.25,102,33,56,210
Carpenters Arete,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106131955/carpenters-arete,1.5,-1,Boulder,V0+,1,10,37.41724,-118.45103,106131955,0.25,27,10,5,60
Any Which Way,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106131960/any-which-way,1.8,-1,Boulder,V0+,1,10,37.41724,-118.45103,106131960,0.25,46,10,6,95
Cross Roads,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093012/cross-roads,2.6,-1,Boulder,V0+,1,25,37.41718,-118.45095,106093012,0.25,62,17,31,106
Donkey Boy,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093047/donkey-boy,2.5,-1,Boulder,V0+ PG13,1,18,37.41718,-118.45095,106093047,0.25,70,22,27,150
Blue Note Special,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976711/blue-note-special,3,-1,Boulder,V0+,1,12,37.41728,-118.45034,106976711,0.25,1,1,11,3
Celebrate the Stars,Secret Arete Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996359/celebrate-the-stars,2,-1,Boulder,V0+,1,,37.41797,-118.45146,106996359,0.25,1,1,2,2
I Want a Guy Who Appreciates Me and Buys Me Nice Underwear!,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996391/i-want-a-guy-who-appreciates-me-and-buys-me-nice-underwear,-1,-1,Boulder,V0+,1,,37.41793,-118.45157,106996391,0.25,0,1,1,1
Killing Fields,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996417/killing-fields,-1,-1,Boulder,V0+,1,,37.41793,-118.45157,106996417,0.25,0,1,1,1
Problem A,Rio Rose Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997072/problem-a,1,-1,Boulder,V0+,1,12,37.41675,-118.44942,106997072,0.25,1,1,0,3
Flying Saucer,Flying Saucer Rock > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997387/flying-saucer,2.7,-1,Boulder,V0+,1,15,37.41675,-118.44942,106997387,0.25,6,3,5,12
"Oh Baby, Veruca!",Baby Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977743/oh-baby-veruca,1,-1,Boulder,V0+,1,15,37.41646,-118.44882,106977743,0.25,1,1,0,4
Vermicious Knid,The Uncracked Wall > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977977/vermicious-knid,1.5,-1,Boulder,V0+,1,15,37.41646,-118.44882,106977977,0.25,2,1,0,5
"I Am Leaving For Constantinople, Tonight",Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996317/i-am-leaving-for-constantinople-tonight,2,-1,Boulder,V0+,1,,37.41747,-118.45071,106996317,0.25,3,2,3,5
Lichen Slab,Southern Section > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273783/lichen-slab,2,-1,Boulder,V0+,1,15,37.41548,-118.44911,106273783,0.25,1,1,0,5
Grand Trianon,Front Block > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898123/grand-trianon,1,-1,Boulder,V0+,1,10,37.41622,-118.45021,107898123,0.25,2,1,0,4
The Salon of Hercules,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898203/the-salon-of-hercules,1,-1,Boulder,V0+,1,12,37.41622,-118.45021,107898203,0.25,1,1,1,6
Napoleon's Bedroom,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898211/napoleons-bedroom,2,-1,Boulder,V0+,1,12,37.41622,-118.45021,107898211,0.25,1,1,2,6
Hog Farm,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086162/hog-farm,1.7,-1,Boulder,V0+,1,10,37.41647,-118.44994,106086162,0.25,19,6,2,35
Tom's Cruise,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107035617/toms-cruise,2,-1,Boulder,V0+,1,15,37.4191,-118.4546,107035617,0.25,1,2,1,8
Flyboy,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939713/flyboy,1,-1,Boulder,V0+,1,10,37.4191,-118.4546,107939713,0.25,1,1,4,4
Invisibility Lessons,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480898/invisibility-lessons,1,-1,Boulder,V0+,1,15,37.4191,-118.4546,111480898,0.25,1,1,1,3
End of the Road,Wayko Boulder > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106995166/end-of-the-road,1.4,-1,Boulder,V0+,1,,37.41904,-118.45447,106995166,0.25,5,2,1,7
Too Hard For Bob Harrington,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275390/too-hard-for-bob-harrington,1.4,-1,Boulder,V0+ PG13,1,15,37.41607,-118.44887,106275390,0.25,5,2,1,10
Too Much For Mike Pope,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275397/too-much-for-mike-pope,2.4,-1,Boulder,V0+ PG13,1,15,37.41607,-118.44887,106275397,0.25,13,4,3,29
Classique,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275404/classique,2.9,-1,Boulder,V0+ PG13,1,15,37.41607,-118.44887,106275404,0.25,43,10,18,83
Strange Quotations,Strange Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106999123/strange-quotations,2.7,-1,Boulder,V0+,1,,37.4161,-118.44905,106999123,0.25,26,7,7,53
Another Stranger,Strange Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107005433/another-stranger,1.8,-1,Boulder,V0+,1,,37.4161,-118.44905,107005433,0.25,8,5,0,14
Ain't But the One Way,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107504667/aint-but-the-one-way,2.7,-1,Boulder,V0+,1,15,37.41582,-118.44842,107504667,0.25,58,17,57,143
You're a Disc Jockey: Whats That?,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086065/youre-a-disc-jockey-whats-that,1.2,-1,Boulder,V0+,1,15,37.41844,-118.45269,106086065,0.25,5,1,1,8
Circle of Life,Cilley Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326679/circle-of-life,2.2,-1,Boulder,V0+,1,10,37.41847,-118.45248,106326679,0.25,28,11,6,64
Ghetto Justice,Soweto Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326737/ghetto-justice,1.3,-1,Boulder,V0+,1,10,37.41857,-118.45256,106326737,0.25,4,3,2,11
Amphibian / Junkyard,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086670/amphibian-junkyard,2.1,-1,Boulder,V0+,1,12,37.41898,-118.45339,106086670,0.25,20,8,9,50
Lady Chatterley's Toy Boy,Cry Baby Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111481003/lady-chatterleys-toy-boy,1,-1,Boulder,V0+,1,12,37.41919,-118.45364,111481003,0.25,1,1,1,3
Landlord,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153388/landlord,1,-1,Boulder,V0+,1,12,37.41682,-118.45066,114153388,0.25,1,1,0,2
Problem A,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480940/problem-a,1,-1,Boulder,V1-,1,8,37.41898,-118.45339,111480940,0.75,1,1,1,4
The Tall Wall,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106100127/the-tall-wall,3,-1,Boulder,V1 R,1,25,37.41632,-118.44928,106100127,1.25,13,4,28,18
Tin Medusa Right,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275348/tin-medusa-right,1.8,-1,Boulder,V1,1,10,37.41632,-118.44928,106275348,1,6,1,7,14
Totty Traverse,Totty Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997445/totty-traverse,2.7,-1,Boulder,V1,1,40,37.41611,-118.44921,106997445,1,33,6,9,66
Hair Loss,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107027041/hair-loss,2,-1,Boulder,V1 PG13,1,20,37.41617,-118.4493,107027041,1,1,2,0,2
Halloween,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109127875/halloween,1,-1,Boulder,V1,1,15,37.41617,-118.4493,109127875,1,2,1,1,4
Jugs of Life,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086108/jugs-of-life,2.2,-1,Boulder,V1,1,15,37.41747,-118.45136,106086108,1,11,3,21,21
Castrate Your Television,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108570567/castrate-your-television,1.6,-1,Boulder,V1,1,12,37.41747,-118.45136,108570567,1,7,1,7,8
Western Round Up,Solarium Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086128/western-round-up,1.9,-1,Boulder,V1,1,12,37.41737,-118.45125,106086128,1,56,22,23,131
Vision Arete,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093077/vision-arete,1.8,-1,Boulder,V1,1,15,37.41724,-118.45103,106093077,1,14,5,6,36
Swing Your Partner,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106131986/swing-your-partner,2,-1,Boulder,V1,1,12,37.41724,-118.45103,106131986,1,39,11,15,61
Grant's Christmas Present,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106131992/grants-christmas-present,2.6,-1,Boulder,V1,1,10,37.41724,-118.45103,106131992,1,107,38,68,225
Heavenly Path,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105996532/heavenly-path,3.6,-1,Boulder,V1 PG13,1,25,37.41718,-118.45095,105996532,1,420,119,324,761
Crossed Paths,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106130398/crossed-paths,2.7,-1,Boulder,V1 PG13,1,25,37.41718,-118.45095,106130398,1,13,2,8,28
Unknown,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108306184/unknown,2.5,-1,Boulder,V1,1,20,37.41718,-118.45095,108306184,1,6,3,4,13
Hole in my Heart,Window Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107035596/hole-in-my-heart,2.1,-1,Boulder,V1,1,15,37.41711,-118.45128,107035596,1,15,3,7,32
One-Pull,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976674/one-pull,1,-1,Boulder,V1,1,12,37.41728,-118.45034,106976674,1,2,1,1,7
Immigration In The Media Is A Chossy Belly Bulge,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976683/immigration-in-the-media-is-a-chossy-belly-bulge,1.8,-1,Boulder,V1,1,12,37.41728,-118.45034,106976683,1,4,2,1,9
Frontal Assault,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996403/frontal-assault,-1,-1,Boulder,V1,1,,37.41793,-118.45157,106996403,1,0,1,0,1
Make Me Believe I'm Not Going to Die,You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997202/make-me-believe-im-not-going-to-die,-1,-1,Boulder,V1,1,,37.41793,-118.45157,106997202,1,0,1,1,1
Naked,Black Magic Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996976/naked,1.3,-1,Boulder,V1 X,1,20,37.41675,-118.44942,106996976,1.25,3,3,1,1
Problem A,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997228/problem-a,1,-1,Boulder,V1,1,12,37.41696,-118.44947,106997228,1,1,1,0,3
Problem A,California Rim Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997216/problem-a,1,-1,Boulder,V1,1,8,37.41675,-118.44942,106997216,1,1,1,0,3
Joel,Coen Brothers Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997369/joel,1,-1,Boulder,V1,1,12,37.41675,-118.44942,106997369,1,1,1,0,3
Frisbee,Flying Saucer Rock > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997400/frisbee,1,-1,Boulder,V1,1,12,37.41675,-118.44942,106997400,1,2,2,1,5
Yosemite Traverse,Flying Saucer Rock > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114256082/yosemite-traverse,2,-1,Boulder,V1,1,,37.41675,-118.44942,114256082,1,1,1,1,2
Problem A,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997411/problem-a,2,-1,Boulder,V1,1,15,37.41675,-118.44942,106997411,1,1,1,1,3
OK: I'll Share With Charlie Bucket,The Uncracked Wall > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977961/ok-ill-share-with-charlie-bucket,2,-1,Boulder,V1 PG13,1,15,37.41646,-118.44882,106977961,1,2,1,0,6
But Not With Willie Wonka,The Uncracked Wall > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977968/but-not-with-willie-wonka,1,-1,Boulder,V1 PG13,1,15,37.41646,-118.44882,106977968,1,1,1,0,3
Tall Wall Left,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106114159/tall-wall-left,2.5,-1,Boulder,V1 R,1,28,37.41698,-118.45133,106114159,1.25,2,1,4,1
Problem B,Big Arete Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272945/problem-b,1,-1,Boulder,V1,1,15,37.41511,-118.44859,106272945,1,1,1,0,3
Problem B,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273750/problem-b,2.2,-1,Boulder,V1,1,10,37.41525,-118.44878,106273750,1,39,6,7,74
Problem A,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045690/problem-a,1.5,-1,Boulder,V1,1,10,37.41569,-118.44957,107045690,1,2,1,0,6
Problem F,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045725/problem-f,1,-1,Boulder,V1,1,10,37.41569,-118.44957,107045725,1,1,1,1,1
No sleepy Yet,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045594/no-sleepy-yet,0,-1,Boulder,V1,1,10,37.41588,-118.44993,107045594,1,1,1,0,2
If Bishop Were France,Captain Hook Alcove > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541995/if-bishop-were-france,2,-1,Boulder,V1 PG13,1,15,37.416,-118.45,107541995,1,1,1,1,2
King Louis,King Louis > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898170/king-louis,2.6,-1,Boulder,V1,1,12,37.41622,-118.45021,107898170,1,7,3,6,10
Sharp and Short,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898223/sharp-and-short,1,-1,Boulder,V1,1,10,37.41622,-118.45021,107898223,1,1,1,1,3
Hugh Romney,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086151/hugh-romney,1,-1,Boulder,V1,1,10,37.41647,-118.44994,106086151,1,8,2,2,16
Hippie Hyannisport,BD Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086627/hippie-hyannisport,1,-1,Boulder,V1,1,10,37.41657,-118.44993,106086627,1,1,1,2,9
