Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"There Is No Party (Left Variation)","Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107032753/there-is-no-party-left-variation,3.0,-1,Boulder,V2,1,15,37.30792,-118.43255
"Pretty In Pink","Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107032758/pretty-in-pink,3.1,-1,Boulder,V2,1,12,37.30792,-118.43255
"On The Edge","Izzy Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724265/on-the-edge,2.0,-1,Boulder,V2,1,15,37.30782,-118.43321
"If It's Not Norse It's Scottish","Norse Boulder > Long Ship Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108538721/if-its-not-norse-its-scottish,2.0,-1,Boulder,V2,1,8,37.30705,-118.43774
"Roman Nose","White Man's Overbite Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112529664/roman-nose,2.0,-1,Boulder,V2,1,,37.30766,-118.43622
"Able-Bodied Goblin","Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112529729/able-bodied-goblin,2.2,-1,Boulder,V2,1,8,37.30758,-118.4365
"E3 5c","Finlandia Slab Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108593029/e3-5c,1.0,-1,Boulder,V2,1,20,37.30758,-118.43728
"Problem B","Granitic Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108593131/problem-b,1.0,-1,Boulder,V2,1,16,37.30776,-118.4374
"Problem A","William The Vollman > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108620958/problem-a,1.0,-1,Boulder,"V2 R",1,20,37.30727,-118.4362
"Death Mantel","Helluland > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621000/death-mantel,1.0,-1,Boulder,"V2 PG13",1,10,37.30716,-118.43604
"Re-write History","Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621092/re-write-history,1.0,-1,Boulder,V2,1,15,37.30711,-118.43541
"Problem A","Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621120/problem-a,1.0,-1,Boulder,V2,1,,37.3071,-118.435
Yggdrassil,"Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108592941/yggdrassil,1.7,-1,Boulder,V2+,1,16,37.30733,-118.4365
Ainvar,"Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108538909/ainvar,1.9,-1,Boulder,V2+,1,8,37.30758,-118.4365
"Fear of the Unknown","Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107009299/fear-of-the-unknown,3.5,-1,Boulder,"V3 PG13",1,17,37.30698,-118.43702
Netherworld,"Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724071/netherworld,2.0,-1,Boulder,V3,1,10,37.30792,-118.43255
"Good World","Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724172/good-world,2.5,-1,Boulder,V3,1,10,37.30792,-118.43255
"There is no Party Left (variation)","Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724191/there-is-no-party-left-variation,2.8,-1,Boulder,V3,1,15,37.30792,-118.43255
Thunder,"Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106079188/thunder,3.4,-1,Boulder,V3,1,11,37.30761,-118.43628
Missack,"MIssack > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621009/missack,2.0,-1,Boulder,V3,1,12,37.30711,-118.43566
"Who Love's Ya Baby?","Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107203687/who-loves-ya-baby,2.4,-1,Boulder,V3,1,,37.3071,-118.435
Lollipop,"Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621114/lollipop,1.5,-1,Boulder,V3,1,10,37.3071,-118.435
"Halfway House","Trailside Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112776229/halfway-house,2.0,-1,Boulder,V3,1,15,37.30959,-118.4361
"Blood Kin Sit","Blood Kin Stone > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107032713/blood-kin-sit,3.0,-1,Boulder,V4,1,18,37.30744,-118.43635
"Truth Crushed to Earth Will Rise Again","Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108592964/truth-crushed-to-earth-will-rise-again,2.0,-1,Boulder,V4,1,15,37.30736,-118.43648
"Sheep Cat Lives On","Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108620741/sheep-cat-lives-on,2.0,-1,Boulder,"V4 R",1,25,37.30736,-118.43648
"Problem A","Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108620746/problem-a,1.0,-1,Boulder,V4,1,12,37.30736,-118.43648
"Dreams of Winter","Ice Flow > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108620922/dreams-of-winter,2.0,-1,Boulder,V4,1,15,37.30718,-118.43633
"Pretty in Pink - Left Variation","Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724183/pretty-in-pink-left-variation,2.8,-1,Boulder,V4,1,15,37.30792,-118.43255
"Freek Flag","Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724206/freek-flag,2.2,-1,Boulder,V4,1,15,37.30792,-118.43255
"Morning Glory","Morning Glory Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112519639/morning-glory,4.0,-1,Boulder,V4,1,18,37.30808,-118.43306
"Afternoon Delight","Morning Glory Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112519880/afternoon-delight,2.0,-1,Boulder,V4,1,19,37.30808,-118.43306
"Izzy Lizzy","Izzy Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109724272/izzy-lizzy,4.0,-1,Boulder,V4,1,15,37.30782,-118.43321
"Brother Law","All Fired Up Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112776962/brother-law,2.7,-1,Boulder,V4,1,10,37.30764,-118.4361
"White Man's Overbite","White Man's Overbite Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112529636/white-mans-overbite,2.0,-1,Boulder,V4,1,,37.30766,-118.43622
Kredulf,"Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106079179/kredulf,3.8,-1,Boulder,V4,1,12,37.30761,-118.43628
"Spoiled Blond","Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112520755/spoiled-blond,2.9,-1,Boulder,V4,1,8,37.30758,-118.4365
"A Maid of Constant Sorrow","Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114101002/a-maid-of-constant-sorrow,2.0,-1,Boulder,V4,1,10,37.30758,-118.4365
"Wimmin of Climbing","Wimmin Cave > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621025/wimmin-of-climbing,1.0,-1,Boulder,V4,1,8,37.30711,-118.43563
"The Hidden Value of a Cheap Thrill","Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621125/the-hidden-value-of-a-cheap-thrill,1.0,-1,Boulder,V4,1,10,37.30711,-118.43541
"Kojakian Wisdom Reworked","Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108621109/kojakian-wisdom-reworked,3.0,-1,Boulder,V4,1,16,37.3071,-118.435
Chaps,"Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114101268/chaps,2.0,-1,Boulder,V4,1,10,37.30751,-118.43589
Vinland,"Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108592983/vinland,1.0,-1,Boulder,V4+,1,12,37.30736,-118.43648
"Arch Drude","Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107205673/arch-drude,3.7,-1,Boulder,V5-,1,18,37.3074,-118.4372
"Fear of the Unknown (Sit)","Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107018224/fear-of-the-unknown-sit,3.0,-1,Boulder,"V5 PG13",1,17,37.30698,-118.43702
"Sloth Stand Start","Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107203656/sloth-stand-start,2.0,-1,Boulder,V5,1,,37.30698,-118.43702
"Prostrate to the Higher Mind","Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106123695/prostrate-to-the-higher-mind,2.8,-1,Boulder,V5,1,12,37.30761,-118.43628
"Arch Drude (Left Start)","Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108559707/arch-drude-left-start,3.8,-1,Boulder,V5,1,18,37.3074,-118.4372
"Flawed Genius","Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108593019/flawed-genius,2.6,-1,Boulder,V5,1,15,37.3074,-118.4372
"Hook Line and Sinker","Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107203666/hook-line-and-sinker,3.0,-1,Boulder,V5,1,12,37.30711,-118.43541
Suspenders,"Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107203672/suspenders,3.2,-1,Boulder,V5,1,15,37.30711,-118.43541
"The Handcuff Manual","Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114066762/the-handcuff-manual,2.0,-1,Boulder,V5,1,13,37.30751,-118.43589
Puberty,"Puberty Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114101341/puberty,2.0,-1,Boulder,V5-6,1,4,37.30787,-118.43748
"The Greatest Imperfection...","Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108559728/the-greatest-imperfection,2.8,-1,Boulder,"V6 PG13",1,17,37.30698,-118.43702
Pleiades,"Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108592976/pleiades,2.0,-1,Boulder,V6,1,12,37.30736,-118.43648
"Skye Dance","Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106079071/skye-dance,3.8,-1,Boulder,V6,1,18,37.30766,-118.43605
McCallum,"Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112523256/mccallum,3.5,-1,Boulder,V6,1,21,37.30766,-118.43605
"Guilty Conscience","Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112523312/guilty-conscience,3.0,-1,Boulder,V6,1,18,37.30766,-118.43605
"Natural Philosophy","Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106079231/natural-philosophy,2.0,-1,Boulder,V6,1,10,37.30761,-118.43628
Poltergeist,"Blood Kin Stone > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108034398/poltergeist,2.3,-1,Boulder,V7-,1,,37.30744,-118.43635
Cayla,"Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106322946/cayla,3.9,-1,Boulder,V7,1,16,37.30766,-118.43605
"All Fired Up","All Fired Up Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107205724/all-fired-up,3.6,-1,Boulder,V7,1,13,37.30764,-118.4361
"Denton's Diversion","Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106563938/dentons-diversion,2.8,-1,Boulder,V7,1,,37.30761,-118.43628
"Soul Window","Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112523224/soul-window,2.5,-1,Boulder,V8,1,18,37.30766,-118.43605
"Through the Window","Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112523238/through-the-window,3.0,-1,Boulder,V8,1,18,37.30766,-118.43605
"Old Ei","Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112523180/old-ei,3.5,-1,Boulder,V8,1,,37.30761,-118.43628
"Red Light District","Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107205646/red-light-district,2.0,-1,Boulder,V8,1,16,37.30711,-118.43541
"Days of Blunder","Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106079201/days-of-blunder,2.0,-1,Boulder,V8-9,1,15,37.30761,-118.43628
"Golden Child","Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106126834/golden-child,3.0,-1,Boulder,V9,1,15,37.30733,-118.4365
"Lizard Therapy","Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112573520/lizard-therapy,4.0,-1,Boulder,V9,1,12,37.30751,-118.43589
