Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Problem A","Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106322579/problem-a,2.6,-1,Boulder,V2,1,15,37.32906,-118.5768
"Hobbs' Problem","Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106353989/hobbs-problem,3.0,-1,Boulder,V2,1,15,37.32909,-118.57791
"The Hunk","The Hunk > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106382086/the-hunk,3.7,-1,Boulder,V2,1,20,37.32886,-118.57512
"Dale's Right","Led Zeppelin Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106418652/dales-right,3.0,-1,Boulder,V2,1,15,37.31777,-118.57443
"Unnamed V2","Fear Of A Black Planet Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114241147/unnamed-v2,2.0,-1,Boulder,V2,1,,37.32093,-118.57408
"No Words, No Talk","Queen Sweet Nectar Boulder > Secrets of the Beehive Area > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112499909/no-words-no-talk,1.0,-1,Boulder,"V2 PG13",1,32,37.33684,-118.57604
Xen,"Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111728209/xen,3.5,-1,Boulder,V2,1,12,37.32287,-118.5802
unknown,"Walkabout 4 > Walkabout Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054783/unknown,2.0,-1,Boulder,V2,1,,37.31611,-118.58189
"Birthday Link","Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106277567/birthday-link,2.6,-1,Boulder,V2+,1,12,37.33004,-118.57901
"To Kill Ya Corner","Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106029305/to-kill-ya-corner,3.1,-1,Boulder,V3,1,,37.3388,-118.5776
"Perry's Pose","Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111683780/perrys-pose,3.0,-1,Boulder,V3,1,10,37.3388,-118.5776
"Edge of Reason","Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111730011/edge-of-reason,2.2,-1,Boulder,V3,1,13,37.32508,-118.58025
"Lidija's Mouth","Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106589288/lidijas-mouth,3.5,-1,Boulder,V3,1,12,37.3377,-118.5701
"Bee Sneeze","Apiary Boulder > Apiary Area > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108087978/bee-sneeze,3.3,-1,Boulder,"V3 PG13",1,20,37.3378,-118.5725
"Scooped Face","Honey Bear Bong Boulder > Apiary Area > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108107994/scooped-face,3.0,-1,Boulder,"V3 R",1,25,37.3378,-118.5727
"Birthday Direct","Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106027088/birthday-direct,3.3,-1,Boulder,V3,1,12,37.33004,-118.57901
"Problem E","Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106277539/problem-e,2.5,-1,Boulder,V3,1,12,37.33004,-118.57901
"Problem F","Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106277548/problem-f,2.6,-1,Boulder,V3,1,12,37.33004,-118.57901
"Birthday Skyline","Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106277573/birthday-skyline,2.5,-1,Boulder,V3,1,12,37.33004,-118.57901
"South Roof Crack","Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106495092/south-roof-crack,2.5,-1,Boulder,V3,1,,37.33004,-118.57901
"Dyno Problem","Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108048847/dyno-problem,2.4,-1,Boulder,V3,1,12,37.32863,-118.57634
"East Rib","Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107908759/east-rib,3.5,-1,Boulder,"V3 PG13",1,30,37.32873,-118.57534
"Rail Problem","Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105936169/rail-problem,2.3,-1,Boulder,V3,1,,37.3282,-118.5761
"Roadside Highball","Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107916146/roadside-highball,3.5,-1,Boulder,"V3 PG13",1,18,37.3282,-118.5761
Slots,"Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107987370/slots,1.5,-1,Boulder,V3,1,12,37.3282,-118.5762
"Problem A","Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105936787/problem-a,2.3,-1,Boulder,V3,1,,37.32964,-118.57869
Yeast,"The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108602480/yeast,3.0,-1,Boulder,V3,1,,37.33022,-118.57882
"Dough Boy","The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108637157/dough-boy,2.5,-1,Boulder,V3,1,15,37.33022,-118.57882
"Unnamed V3","Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106881121/unnamed-v3,2.2,-1,Boulder,V3,1,,37.33057,-118.57834
"East Side Story","Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108367743/east-side-story,3.8,-1,Boulder,V3,1,30,37.33057,-118.57834
"King Tut","Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105972724/king-tut,3.3,-1,Boulder,V3,1,17,37.329,-118.5773
"Funky Tut","Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106077053/funky-tut,3.2,-1,Boulder,V3,1,15,37.329,-118.5773
"Tut Crack","Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/113967435/tut-crack,2.0,-1,Boulder,V3,1,,37.329,-118.5773
"Pope's Problem","Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109565882/popes-problem,3.3,-1,Boulder,"V3 R",1,25,37.33013,-118.5785
"Dale's Left","Led Zeppelin Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106568823/dales-left,2.7,-1,Boulder,V3,1,18,37.31777,-118.57443
"Agent Orange","Agent Orange Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/116715318/agent-orange,1.0,-1,Boulder,V3,1,12,37.31821,-118.57395
"Unnamed V3","Xav's Roof Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114241195/unnamed-v3,2.0,-1,Boulder,V3,1,,37.31814,-118.57567
"Small Fruit","Small Fruit Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114241174/small-fruit,3.0,-1,Boulder,V3,1,,37.32093,-118.57407
"Bone Bulge","Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111715456/bone-bulge,1.0,-1,Boulder,V3,1,14,37.32143,-118.58055
"Split Arete","Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111728223/split-arete,2.0,-1,Boulder,V3,1,14,37.32287,-118.5802
"Green Face","Warmup Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054355/green-face,2.0,-1,Boulder,V3,1,15,37.31829,-118.5863
"Snake Eyes","Snake Eyes Boulder > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054451/snake-eyes,2.0,-1,Boulder,V3,1,,37.31538,-118.5724
"The Green Room","The Green Room > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054469/the-green-room,2.0,-1,Boulder,"V3 PG13",1,,37.31518,-118.57184
Unknown,"The Orange Slab Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054542/unknown,4.0,-1,"Boulder, Alpine","V3 R",1,,37.28632,-118.64951
"Iron Woman Traverse","Iron Woman > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054604/iron-woman-traverse,2.0,-1,"Boulder, Alpine",V3,1,,37.28687,-118.64932
"The Pit","The Pit Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054613/the-pit,2.0,-1,"Boulder, Alpine","V3 PG13",1,,37.28678,-118.64973
Cracked,"Cracked Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054623/cracked,3.0,-1,"Boulder, Alpine","V3 PG13",1,,37.2863,-118.65008
HooHaw,"The Sexy Bloc > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/115394209/hoohaw,2.5,-1,Boulder,V3,1,14,37.33501,-118.55503
"Iron Man Sit","Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112790594/iron-man-sit,4.0,-1,Boulder,V3+,1,,37.33001,-118.57811
"Big Dave's Big Find","Upside Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106916321/big-daves-big-find,1.5,-1,Boulder,V3+,1,15,37.3276,-118.5757
"Cuban Roll","Cuban Roll Boulder > Zeppelin Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106568885/cuban-roll,3.5,-1,Boulder,V3+,1,20,37.31742,-118.5743
"Charlie Brown","Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111712253/charlie-brown,1.5,-1,Boulder,V3+,1,10,37.32283,-118.57926
"West Corner","Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105969025/west-corner,2.2,-1,Boulder,V3-4,1,12,37.32837,-118.57479
"Grovel Roof","Grovel Roof Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106909066/grovel-roof,2.6,-1,Boulder,V3-4,1,15,37.32987,-118.57783
"Follow The Pollen Path","Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109665927/follow-the-pollen-path,2.3,-1,Boulder,V4-,1,15,37.3383,-118.5721
"The Rising","The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106027098/the-rising,2.9,-1,Boulder,V4-,1,,37.33022,-118.57882
"Buttermilk Stem SDS","Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109519160/buttermilk-stem-sds,3.4,-1,Boulder,V4-,1,15,37.32906,-118.5768
Grommit,"Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106381955/grommit,3.7,-1,Boulder,V4,1,15,37.3388,-118.5776
"No Sense, No Reason","Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111730042/no-sense-no-reason,2.8,-1,Boulder,V4,1,13,37.32508,-118.58025
"Beekeeping for Profit & Pleasure","Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106408152/beekeeping-for-profit-pleasure,3.1,-1,Boulder,V4,1,25,37.3383,-118.5721
"Jedi Mind Tricks","Jedi Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106464345/jedi-mind-tricks,3.9,-1,Boulder,"V4 PG13",1,25,37.3366,-118.5703
Slipstream,"Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111728208/slipstream,1.7,-1,Boulder,V4,1,10,37.32837,-118.57479
"Cave Problem","Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105936107/cave-problem,2.4,-1,Boulder,V4,1,,37.32817,-118.57477
"East Face Sit","Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114263540/east-face-sit,2.7,-1,Boulder,V4,1,35,37.32888,-118.57484
Dripper,"Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/115681919/dripper,3.0,-1,Boulder,V4,1,25,37.32888,-118.57484
"Problem B SDS","Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108934821/problem-b-sds,1.0,-1,Boulder,V4,1,10,37.32873,-118.57534
"Problem B","Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107987397/problem-b,1.6,-1,Boulder,V4,1,18,37.3282,-118.5761
"Bowling Pin","Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105936179/bowling-pin,3.6,-1,Boulder,V4,1,,37.32959,-118.5772
"Hager Face","Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106095854/hager-face,2.3,-1,Boulder,V4,1,15,37.33014,-118.57777
"Iron Man Traverse","Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105936763/iron-man-traverse,3.6,-1,Boulder,V4,1,,37.33001,-118.57811
"Unnamed V4","Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107370986/unnamed-v4,1.5,-1,Boulder,V4,1,8,37.33001,-118.57811
"Nan Bread","The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108637144/nan-bread,3.3,-1,Boulder,V4,1,15,37.33022,-118.57882
Lululator,"Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106060941/lululator,2.5,-1,Boulder,V4,1,,37.329,-118.5773
Wimberries,"Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107024502/wimberries,2.7,-1,Boulder,V4,1,15,37.329,-118.5773
"Problem D SDS","Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108048884/problem-d-sds,1.0,-1,Boulder,V4,1,12,37.329,-118.5773
"Unnamed (Brian's Finish)","Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106130703/unnamed-brians-finish,2.3,-1,Boulder,V4,1,15,37.32906,-118.5768
"Unnamed V4","Boy and Girl Rocks > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106442744/unnamed-v4,2.4,-1,Boulder,V4,1,15,37.32993,-118.57853
"Southwest Face","Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107045129/southwest-face,3.0,-1,"Trad, Boulder",V4,1,,37.33013,-118.5785
"Green Hornet","Green Hornet Boulder > Dale's West > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106737211/green-hornet,3.9,-1,Boulder,V4,1,18,37.3185,-118.5781
"The Form","Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111711869/the-form,2.0,-1,Boulder,V4,1,20,37.33673,-118.57572
"The Roof","Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111711939/the-roof,1.0,-1,Boulder,V4,1,17,37.33673,-118.57572
"Harder, Browner","Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111712307/harder-browner,1.3,-1,Boulder,V4,1,11,37.32283,-118.57926
"Boneyard Dyno","Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111715402/boneyard-dyno,1.0,-1,Boulder,V4,1,13,37.32143,-118.58055
Unknown,"The McNugget > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054366/unknown,2.0,-1,Boulder,V4,1,10,37.31858,-118.58555
"Snake Bite","Snake Eyes Boulder > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054454/snake-bite,2.0,-1,Boulder,V4,1,,37.31538,-118.5724
"Cracked Arete","Cracked Boulder > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054628/cracked-arete,3.0,-1,"Boulder, Alpine","V4 PG13",1,,37.2863,-118.65008
"Burger Barn Boogie","Rowell Rock > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/116182012/burger-barn-boogie,2.0,-1,Boulder,V4+,1,25,37.32878,-118.57687
"Macabre Proposition","Boneyard Area > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111715447/macabre-proposition,2.0,-1,Boulder,"V4+ PG13",1,15,37.32143,-118.58055
"Checkerboard Crack","The Checkerboard Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106705993/checkerboard-crack,1.8,-1,Boulder,V5,1,14,37.32544,-118.58067
Knight,"The Knight Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111729996/knight,2.0,-1,Boulder,V5,1,15,37.32544,-118.57988
"The Beekeeper's Apprentice","Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108473024/the-beekeepers-apprentice,3.1,-1,Boulder,V5,1,25,37.3383,-118.5721
"Suspended in Silence","Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106645675/suspended-in-silence,3.8,-1,Boulder,"V5 R",1,40,37.3377,-118.5701
Gazelle,"Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112432529/gazelle,2.3,-1,Boulder,V5,1,15,37.3377,-118.5701
"Christine Keeler","Honey Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108700855/christine-keeler,1.3,-1,Boulder,V5,1,,37.337,-118.5702
"Go Granny Go","Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105879221/go-granny-go,2.9,-1,Boulder,V5,1,15,37.32837,-118.57479
"Go Granny Go  Right Finish (V5)","Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106662650/go-granny-go-right-finish-v5,3.0,-1,Boulder,V5,1,10,37.32837,-118.57479
"Transporter Room","Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107956650/transporter-room,2.7,-1,Boulder,"5.12c V5 X",1,45,37.32817,-118.57477
"The Knobs","Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107552546/the-knobs,2.9,-1,Boulder,V5,1,,37.32888,-118.57484
"Devoted Traverse","Mandala/Pope's Prow Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109903545/devoted-traverse,2.7,-1,Boulder,V5,1,,37.32909,-118.57492
"Lactose Intolerant","Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106070967/lactose-intolerant,3.2,-1,Boulder,V5,1,,37.32863,-118.57634
"Gleaming the Cube, High Start","Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108512652/gleaming-the-cube-high-start,2.6,-1,Boulder,V5,1,15,37.32863,-118.57634
"Pain Grain (Stand)","Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114007601/pain-grain-stand,3.3,-1,Boulder,V5,1,12,37.32863,-118.57634
2D,"Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114025039/2d,2.0,-1,Boulder,V5,1,15,37.32863,-118.57634
"Marsha's Scoop (AKA Marsha's Nipple)","Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107916151/marshas-scoop-aka-marshas-nipple,3.5,-1,Boulder,V5,1,10,37.3282,-118.5762
"Gutter Ball","Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/115681956/gutter-ball,2.0,-1,Boulder,V5,1,20,37.32959,-118.5772
"Easy Grit","Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106127021/easy-grit,2.3,-1,Boulder,V5,1,,37.33,-118.5782
"Rail Problem","Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105936809/rail-problem,2.5,-1,Boulder,V5,1,,37.32964,-118.57869
"Problem B","Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106060902/problem-b,2.6,-1,Boulder,V5,1,,37.32964,-118.57869
"Flyboy Arete","Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106070944/flyboy-arete,3.1,-1,Boulder,V5,1,,37.33057,-118.57834
"Tut Crack Left","Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107327240/tut-crack-left,2.0,-1,Boulder,V5,1,,37.329,-118.5773
"Black Dot","Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109840303/black-dot,3.0,-1,Boulder,V5,1,,37.32906,-118.5768
"Leary/Bard Arete","Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106351951/learybard-arete,3.8,-1,Boulder,V5,1,18,37.32909,-118.57791
"Leary-Bard Left","Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108000535/leary-bard-left,3.3,-1,Boulder,V5,1,15,37.32909,-118.57791
"Early Exit","Upside Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106916326/early-exit,3.7,-1,Boulder,V5,1,15,37.3276,-118.5757
"Bachar Problem Right/ Golden Boy","Bachar Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106965066/bachar-problem-right-golden-boy,2.7,-1,Boulder,V5,1,15,37.32889,-118.57441
"Perfectly Chicken","Buttocks/Smooth Shrimp Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107490602/perfectly-chicken,2.5,-1,Boulder,V5,1,,37.32923,-118.57528
"Xenolith Dyno-soar","Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111711826/xenolith-dyno-soar,2.0,-1,Boulder,V5,1,12,37.33673,-118.57572
"Eric's Dyno","Solitaire Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111686451/erics-dyno,2.3,-1,Boulder,V5,1,,37.32013,-118.57949
"Pig Pen","Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111712325/pig-pen,2.0,-1,Boulder,V5,1,12,37.32283,-118.57926
"The McNugget","The McNugget > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054755/the-mcnugget,2.0,-1,Boulder,V5,1,,37.31858,-118.58555
"The Glass Face","The Glass House > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054440/the-glass-face,3.0,-1,Boulder,"V5 R",1,20,37.31538,-118.5724
"The Mustache Ride","The Mustache Ride > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114054530/the-mustache-ride,2.0,-1,"Boulder, Alpine",V5,1,,37.28619,-118.65069
