Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Codfish,"South Arete Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/110390774/codfish,2.0,-1,Boulder,V0,1,11,37.4217,-118.43308
"Problem B","Beano Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915540/problem-b,1.0,-1,Boulder,V0,1,10,37.4227,-118.4345
"Boneless Herring","Boneless Herring Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107018119/boneless-herring,2.3,-1,Boulder,V0,1,18,37.41934,-118.43437
"Big Slab","Big Slab Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107018215/big-slab,2.7,-1,Boulder,"V0 R",1,20,37.41934,-118.43437
"Rubber Ball","Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106954379/rubber-ball,1.6,-1,Boulder,V0+,1,12,37.41759,-118.43276
"Double Arete","Brown Slab > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108651/double-arete,1.7,-1,Boulder,V0+,1,15,37.4191,-118.434
"Garden Pest","The Snapper Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642859/garden-pest,2.8,-1,Boulder,V0+,1,12,37.42324,-118.43279
"The Overhanging Nose","Short Arete Boulders > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669864/the-overhanging-nose,2.5,-1,Boulder,V0+,1,10,37.42232,-118.43364
"Any Which Way But Loose","Misery Cave North Entrance > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669614/any-which-way-but-loose,2.4,-1,Boulder,V0+,1,15,37.41759,-118.43276
"Pocket Pussy","Prozac Nation Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642853/pocket-pussy,1.0,-1,Boulder,V1-,1,10,37.42324,-118.43279
"The Pat Cave Crack","Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/113885052/the-pat-cave-crack,1.5,-1,Boulder,V1-,1,15,37.4217,-118.43308
Loaded,"Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106617845/loaded,2.5,-1,Boulder,V1,1,12,37.42254,-118.43364
Smiths,"Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108528/smiths,2.5,-1,Boulder,V1,1,12,37.42075,-118.43391
"The Great Dominions","Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107178492/the-great-dominions,2.3,-1,Boulder,V1,1,,37.42075,-118.43391
"Sue Me","Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/111648825/sue-me,2.0,-1,Boulder,V1,1,15,37.42075,-118.43391
"Riding the Gravy Train","Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109140312/riding-the-gravy-train,1.7,-1,Boulder,V1,1,15,37.41759,-118.43276
"Have a Cigar","Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112827954/have-a-cigar,2.8,-1,Boulder,V1,1,,37.41759,-118.43276
"Unnamed 2","Brown Slab > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108632/unnamed-2,2.0,-1,Boulder,"V1 PG13",1,18,37.4191,-118.434
"Jerry Falwell, Porn Star","Jerry Falwell Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642821/jerry-falwell-porn-star,1.0,-1,Boulder,V1,1,10,37.42324,-118.43279
"No Talk","Talk Talk Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642911/no-talk,1.0,-1,Boulder,V1,1,10,37.42324,-118.43279
"Problem A","Valium Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642930/problem-a,1.0,-1,Boulder,V1,1,8,37.42324,-118.43279
"Shop Till You Drop","Bomber Boulders > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642964/shop-till-you-drop,0.0,-1,Boulder,"V1 PG13",1,15,37.42324,-118.43279
"Problem A","Emma's Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669830/problem-a,1.3,-1,Boulder,V1,1,15,37.42232,-118.43364
"Problem A","The Hot Pants Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669848/problem-a,0.9,-1,Boulder,V1,1,10,37.42232,-118.43364
"Oil On Canvas","Pow Pow Alcove > Pow Pow Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642998/oil-on-canvas,2.0,-1,Boulder,V1,1,10,37.42112,-118.43318
"Problem A","Pow Pow Alcove > Pow Pow Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106643041/problem-a,1.0,-1,Boulder,V1,1,8,37.42112,-118.43318
"The Black Stuff","Misery Cave > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106635002/the-black-stuff,3.0,-1,Boulder,"V1 PG13",1,15,37.41759,-118.43276
"Tight Arete","Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106740039/tight-arete,1.5,-1,Boulder,V1,1,8,37.4217,-118.43308
"Tiger Lily","South Arete Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/110352036/tiger-lily,2.0,-1,Boulder,"V1 PG13",1,15,37.4217,-118.43308
"Problem A","Parking Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915403/problem-a,1.3,-1,Boulder,V1,1,10,37.4228,-118.4341
"Problem B","Parking Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915410/problem-b,1.5,-1,Boulder,V1,1,10,37.4228,-118.4341
"Problem A","Slunk Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915464/problem-a,1.0,-1,Boulder,V1,1,10,37.4226,-118.4346
"Beyond Beano","Beano Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915534/beyond-beano,2.0,-1,Boulder,V1,1,10,37.4227,-118.4345
"Kipper Snapper","Big Kipper Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107566452/kipper-snapper,2.5,-1,Boulder,V1,1,,37.4198,-118.4341
"Laughing Cow","The Snapper Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642891/laughing-cow,2.5,-1,Boulder,V1+,1,10,37.42324,-118.43279
"Sir Isaac Hayes","Hauck a Loogie Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106637352/sir-isaac-hayes,1.8,-1,Boulder,V1+,1,12,37.42232,-118.43364
"Chemical Romance","Strength in Numbers Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106637320/chemical-romance,1.9,-1,Boulder,V2,1,12,37.42207,-118.43344
"Problem A","Strength in Numbers Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669640/problem-a,1.0,-1,Boulder,V2,1,10,37.42207,-118.43344
"World Shut Your Mouth","Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108543/world-shut-your-mouth,2.6,-1,Boulder,V2,1,12,37.42075,-118.43391
"Sleeping Gas","Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108604/sleeping-gas,2.3,-1,Boulder,V2,1,12,37.41759,-118.43276
"Which One's Pink?","Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109140325/which-ones-pink,1.8,-1,Boulder,V2,1,15,37.41759,-118.43276
"Fire Pit","The Snapper Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642880/fire-pit,3.1,-1,Boulder,"V2 PG13",1,18,37.42324,-118.43279
Diamond,"Crystal Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642768/diamond,2.0,-1,Boulder,V2,1,15,37.42324,-118.43279
"Prozac Nation","Prozac Nation Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642831/prozac-nation,3.0,-1,Boulder,V2,1,15,37.42324,-118.43279
"Porn Again Christian","Jerry Falwell Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642815/porn-again-christian,1.3,-1,Boulder,V2,1,12,37.42324,-118.43279
"Shit Talk","Talk Talk Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642922/shit-talk,1.0,-1,Boulder,V2,1,10,37.42324,-118.43279
"Thread The Needle","Valium Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642941/thread-the-needle,1.8,-1,Boulder,V2,1,12,37.42324,-118.43279
Emma,"Emma's Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669824/emma,2.0,-1,Boulder,V2,1,15,37.42232,-118.43364
"Still Life","Pow Pow Alcove > Pow Pow Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642988/still-life,2.4,-1,Boulder,V2,1,10,37.42112,-118.43318
"Oil on Canvas - Alternate","Pow Pow Alcove > Pow Pow Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106643006/oil-on-canvas-alternate,2.3,-1,Boulder,V2,1,,37.42112,-118.43318
"Sun Spot","Sun Spot Boulder > Pow Pow Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669600/sun-spot,2.7,-1,Boulder,V2,1,12,37.4211,-118.4335
Blue,"Norwegian Blue Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106731665/blue,2.1,-1,Boulder,V2,1,12,37.4217,-118.43308
"Bob Parrot (of Maine)","Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106740032/bob-parrot-of-maine,2.4,-1,Boulder,V2,1,8,37.4217,-118.43308
"Psycho Billy Cadillac","Psycho Billy Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915515/psycho-billy-cadillac,1.0,-1,Boulder,V2,1,8,37.4228,-118.4343
"Problem A","Beano Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915528/problem-a,1.5,-1,Boulder,V2,1,10,37.4227,-118.4345
"Fish Sticks","Boneless Herring Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107018135/fish-sticks,2.3,-1,Boulder,V2,1,20,37.41934,-118.43437
Valium,"Valium Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642936/valium,2.0,-1,Boulder,V2+,1,12,37.42324,-118.43279
"Hauck A Loogie","Hauck a Loogie Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106637358/hauck-a-loogie,2.1,-1,Boulder,V2+,1,12,37.42232,-118.43364
"Problem A","Chef's Boulder - East Side > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669794/problem-a,1.3,-1,Boulder,V2+,1,8,37.42232,-118.43364
"Heelin' It","Psycho Billy Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/116578658/heelin-it,4.0,-1,Boulder,V2+,1,8,37.4228,-118.4343
"Off the couch & Up the nose","Short Arete Boulders > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107538976/off-the-couch-up-the-nose,3.0,-1,Boulder,V2-3,1,12,37.42232,-118.43364
"Pencil Dick Upright","Prozac Nation Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642843/pencil-dick-upright,1.0,-1,Boulder,V3-,1,10,37.42324,-118.43279
"Undercling Problem","Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106322785/undercling-problem,2.1,-1,Boulder,V3,1,14,37.42254,-118.43364
"Head Heritage","Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108534/head-heritage,2.1,-1,Boulder,V3,1,10,37.42075,-118.43391
Crystal,"Crystal Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642780/crystal,2.5,-1,Boulder,V3,1,15,37.42324,-118.43279
Guantanamera,"Birth of the Cool Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/116145253/guantanamera,3.0,-1,Boulder,V3,1,8,37.41845,-118.43374
"Humpty Dumpty","Humpty Dumpty Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106329054/humpty-dumpty,3.3,-1,Boulder,V3,1,15,37.41759,-118.43276
"Maximum Relaxum","Death Star Cave > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106617237/maximum-relaxum,2.8,-1,Boulder,V3,1,15,37.42029,-118.43379
"Hauck A Loogie - Var","Hauck a Loogie Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106637367/hauck-a-loogie-var,2.4,-1,Boulder,V3,1,12,37.42232,-118.43364
"Back Room at Rusty's","Short Arete Boulders > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108002608/back-room-at-rustys,2.0,-1,Boulder,V3,1,,37.42232,-118.43364
Hovercraft,"Misery Cave > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106637292/hovercraft,1.0,-1,Boulder,V3,1,10,37.41759,-118.43276
"Problem C","Flake Boulder > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106954474/problem-c,1.0,-1,Boulder,V3,1,12,37.41759,-118.43276
Toothless,"The Bird Cage Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106731651/toothless,2.2,-1,Boulder,V3,1,12,37.4217,-118.43308
"Bob Parrot","Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106740021/bob-parrot,1.5,-1,Boulder,V3,1,10,37.4217,-118.43308
"White Men Can't Jump","Slunk Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915474/white-men-cant-jump,1.8,-1,Boulder,V3,1,8,37.4226,-118.4346
"The Space Suit","Space Suit Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107018161/the-space-suit,2.6,-1,Boulder,V3,1,15,37.41934,-118.43437
"Kung-Fu Grip Left","Kung-Fu Grip Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107018182/kung-fu-grip-left,2.3,-1,Boulder,V3,1,15,37.41934,-118.43437
"Maximum Relaxum","Cow Skull Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107091533/maximum-relaxum,2.4,-1,Boulder,"V3 R",1,15,37.41934,-118.43437
"The Short Arete","Short Arete Boulders > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669855/the-short-arete,2.0,-1,Boulder,V3+,1,10,37.42232,-118.43364
"Problem A","Flake Boulder > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106954459/problem-a,1.0,-1,Boulder,V3+,1,12,37.41759,-118.43276
"Sad Parrot","Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106739995/sad-parrot,1.9,-1,Boulder,V3+,1,10,37.4217,-118.43308
"Byrolian Traverse","Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106322862/byrolian-traverse,2.0,-1,Boulder,V3-4,1,18,37.42254,-118.43364
"Pocket Traverse","Pocket Traverse Boulder > Eastern Rim > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114261208/pocket-traverse,2.0,-1,Boulder,V3-4,1,18,37.42068,-118.43349
Norwegian,"Norwegian Blue Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106731677/norwegian,2.4,-1,Boulder,V4-,1,20,37.4217,-118.43308
"Professional Widow","Tim's Highball Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106095529/professional-widow,3.9,-1,Boulder,V4-,1,18,37.4221,-118.4346
"Cream Horn","Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106322827/cream-horn,4.0,-1,Boulder,V4,1,18,37.42254,-118.43364
"Mothership Connection","Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106340978/mothership-connection,3.4,-1,Boulder,V4,1,15,37.42254,-118.43364
"Let The Happiness In","Strength in Numbers Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106637311/let-the-happiness-in,2.4,-1,Boulder,"V4 PG13",1,15,37.42207,-118.43344
"Problem A SDS","Strength in Numbers Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669645/problem-a-sds,1.0,-1,Boulder,V4,1,12,37.42207,-118.43344
"Chewed Out","Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106108551/chewed-out,2.0,-1,Boulder,V4,1,12,37.42075,-118.43391
"Unnamed 4","Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109140342/unnamed-4,2.0,-1,Boulder,V4,1,12,37.41759,-118.43276
Pop-A-Wheelie,"Pop-a-Wheelie Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642901/pop-a-wheelie,2.3,-1,Boulder,V4,1,10,37.42324,-118.43279
"Local Boy Does Good","Crystal Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642794/local-boy-does-good,2.0,-1,Boulder,"V4 PG13",1,18,37.42324,-118.43279
"Talk Talk","Talk Talk Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106642916/talk-talk,1.5,-1,Boulder,V4,1,10,37.42324,-118.43279
José,"Birth of the Cool Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/116145279/jose,1.0,-1,Boulder,V4,1,8,37.41845,-118.43374
"The Crack Problem","Crack Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669806/the-crack-problem,2.4,-1,Boulder,V4,1,10,37.42232,-118.43364
"Up For The Down Stoke","The Hot Pants Boulder > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669842/up-for-the-down-stoke,1.9,-1,Boulder,V4,1,10,37.42232,-118.43364
"Sun Spot Right","Sun Spot Boulder > Pow Pow Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669605/sun-spot-right,2.0,-1,Boulder,V4,1,15,37.4211,-118.4335
"Problem B","Flake Boulder > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106954467/problem-b,2.0,-1,Boulder,V4,1,10,37.41759,-118.43276
"The Fang","The Bird Cage Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106731640/the-fang,3.3,-1,Boulder,V4,1,15,37.4217,-118.43308
"Arse La Vista","Parrot Fashion Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106739953/arse-la-vista,0.5,-1,Boulder,V4,1,20,37.4217,-118.43308
"Syd Barrett","Parrot Fashion Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106739961/syd-barrett,1.0,-1,Boulder,V4,1,15,37.4217,-118.43308
Spike,"Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106739986/spike,1.5,-1,Boulder,V4,1,10,37.4217,-118.43308
"Problem C","Mr Frosty Cave > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106915423/problem-c,1.0,-1,Boulder,"V4 PG13",1,15,37.4226,-118.4344
