,Route,ID,Avg Stars,Grade,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
947,Flight Attendant,105725548,2.6,4,15.0,33.983000000000004,-116.1545,7,3,29,12
948,Facet Cut,106157163,2.5,4,15.0,33.984140000000004,-116.1525,2,1,4,2
949,Swinging Richard,105789389,3.2,4,20.0,34.06265,-116.22634,24,10,44,30
950,Ghetto Booty,109989507,2.0,4,12.0,34.06265,-116.22634,1,1,2,3
951,Chocolate Roof Left,109989625,2.5,4,12.0,34.06041,-116.22496,2,1,10,7
952,K.D. Supreme,105790043,3.3,4,18.0,34.0752,-116.24196,4,2,30,2
953,The Embryo,106069375,3.0,4,12.0,34.0808,-116.2462,2,1,13,2
954,Quiff,106069400,1.0,4,15.0,34.0808,-116.2462,1,1,2,0
955,Blort,106112248,1.0,4,15.0,34.0398,-116.1943,2,1,1,1
956,Greasy Elbow,106290945,2.0,4,15.0,34.0398,-116.1943,1,1,1,2
957,Bubblebutt,106649368,1.5,4,15.0,34.0398,-116.1943,2,1,1,0
958,Garden of Earthly Delights,110049113,2.0,4,15.0,34.08392,-116.23255,1,1,0,2
959,Mulligan Line,110049137,2.0,4,16.0,34.08392,-116.23255,1,1,1,2
960,Desert Teflon,112482766,1.3,4,10.0,34.08372,-116.23163999999998,3,3,5,3
961,Unnamed Traverse,112450739,1.6,4,10.0,34.08958,-116.25335,7,4,3,16
962,Psycho Slab.,113949475,2.0,4,15.0,34.0325,-116.20338,1,1,0,0
963,Scumbler Left,113949538,2.0,4,12.0,34.0325,-116.20338,1,1,1,0
964,The Ejector,113949630,2.0,4,15.0,34.0325,-116.20338,1,1,1,0
965,V50,11394963750,2.0,4,12.0,34.0325,-116.20338,1,1,0,0
966,Unknown,113949979,1.0,4,12.0,34.0325,-116.20338,1,1,0,0
967,Another Weinberg Problem,113950005,1.0,4,,34.0325,-116.20338,1,1,0,0
968,Seam Splitter,106391550,1.0,4,20.0,33.9534,-116.087,1,1,0,0
969,Mirage Left Exit,106153584,2.0,4,,33.9532,-116.1085,3,1,2,1
970,Babyface Nelson,114149790,2.0,4,14.0,33.95997,-116.08043,2,1,0,2
971,Veggie Chili Sauce,114149911,0.0,4,10.0,33.95989,-116.08033,0,1,0,0
972,Melon Arete,106360244,2.0,4,15.0,33.9454,-116.077,1,1,3,0
973,Driblet,106359710,2.0,4,12.0,33.9454,-116.077,1,1,3,0
974,Puttyface,106360096,2.0,4,15.0,33.9454,-116.077,1,1,3,1
975,Uncertain Traverse,107087613,2.0,4,15.0,33.9664,-116.0872,1,1,0,0
976,Cave Rock Problem,107087639,3.0,4,15.0,33.9664,-116.0872,1,1,6,1
977,Uncertain Slopers,107087673,0.0,4,10.0,33.9664,-116.0872,0,1,0,0
978,Sunlight Line Left,107103876,0.0,4,,33.9664,-116.0872,0,1,1,0
979,Psyche,105722866,4.0,4,20.0,34.0169,-116.0421,7,3,98,4
980,Secret Samurai,108806381,2.7,4,12.0,34.0285,-116.1451,13,7,38,21
981,One Man Tribe,107067409,2.0,4,12.0,34.0148,-116.16539,1,1,5,1
982,Unnamed v4,1140122154,2.0,4,14.0,34.0148,-116.16539,1,1,0,2
983,Nitwitsit,109148393,2.2,4,10.0,34.0148,-116.16539,19,8,8,28
984,Browning Arete,106129838,1.7,4,15.0,34.0148,-116.16539,3,2,2,2
985,The Nostril,106117010,1.8,4,12.0,34.02487,-116.18037,4,1,1,2
986,Pistol Whipped,114009329,2.0,4,10.0,34.03368,-116.18437,1,1,0,0
987,Shotgun Wedding,114009376,2.0,4,12.0,34.03368,-116.18437,1,1,0,0
988,Flatface,106667571,1.0,4,12.0,34.0121,-116.1773,1,1,0,0
989,Penguins in Bondage,106669160,3.2,4,20.0,34.0121,-116.1773,5,3,29,3
990,Burnt Weenie Sandwich,106669179,2.0,4,20.0,34.0121,-116.1773,1,1,2,0
991,Bardini Crack (Sit),112469196,2.8,4,12.0,34.01592,-116.17844,4,3,15,3
992,Sloper Safari,106329025,3.1,4,10.0,33.994209999999995,-116.14297,93,33,167,137
993,Slapslope,106329138,2.1,4,10.0,33.994209999999995,-116.14297,14,3,6,12
994,Mulligan Slab,106708062,2.3,4,12.0,33.994209999999995,-116.14297,3,2,18,4
995,Thoughtcrime,106340722,1.0,4,22.0,34.01038,-116.13573999999998,1,1,1,0
996,Chum,106340748,1.8,4,12.0,34.01038,-116.13573999999998,4,1,4,6
997,Right Cilley Crack,106158484,1.0,4,23.0,34.01038,-116.13573999999998,1,1,3,0
998,Lynn Hill Memorial Face Problem,106118096,3.5,4,20.0,34.00378,-116.14935,31,11,169,42
999,Vassal Lean,106648557,2.0,4,12.0,34.09303,-116.16352,1,1,4,0
1000,Bodyglove,106151249,3.5,4,15.0,34.06942,-116.09196,6,2,48,2
1001,Nicole Face,106151277,3.7,4,18.0,34.06942,-116.09196,14,5,85,12
1002,Poker in the Front,106644001,2.0,4,10.0,34.0441,-116.1061,1,1,2,0
1003,Habanero,106686368,3.0,4,14.0,34.046209999999995,-116.10331,1,1,11,1
1004,Hustler,106684431,0.0,4.25,25.0,34.0441,-116.1061,0,1,3,0
1005,Doin' The Cockroach,106711063,2.9,4,12.0,34.033,-116.1721,8,3,8,6
1006,Wild Cat,114010276,1.0,4,6.0,34.01823,-116.0737,1,1,2,0
1007,The Rollover,114010891,1.0,4,10.0,34.01823,-116.0737,1,1,2,0
1008,P is For Peril,114011132,2.0,4,15.0,34.01823,-116.0737,1,1,4,0
1009,Mr Nice,114117341,2.0,4,10.0,34.01823,-116.0737,1,1,4,0
1010,The Brotherhood Boulder (B.O.E. L.),114141421,2.0,4,20.0,34.01823,-116.0737,1,1,2,0
1011,The Dangler Boulder,114161758,2.0,4,12.0,34.01823,-116.0737,1,1,2,0
1012,The Hurrah,114161800,1.0,4,12.0,34.01823,-116.0737,1,1,1,0
1013,Medium Chuckie,112425465,2.5,4.25,10.0,34.0202,-116.165,2,2,2,1
1014,Reverse Romp,112458665,3.0,4.25,20.0,34.02174,-116.16332,2,1,1,2
1015,Problem A,108556009,2.0,4.25,10.0,34.0202,-116.165,2,1,4,2
1016,Bouldering is Trad,108618113,1.0,4.25,9.0,34.04,-116.18502,1,1,3,1
1017,X-Men,108549284,3.3,4.5,20.0,33.99662,-116.15492,12,4,34,14
1018,Feel the Grit,111888531,1.8,4.5,9.0,34.01918,-116.16292,6,4,5,6
1019,Dike Face,105908431,3.2,4.75,25.0,33.9423,-116.0782,13,4,27,9
1020,Unnamed Crack,108745986,2.7,5,10.0,33.99762,-116.15424,7,2,17,6
1021,Obvious Gem,108746083,2.4,5,10.0,33.99762,-116.15424,7,2,10,5
1022,Saxwing on the DL,108734026,3.0,5,15.0,33.997890000000005,-116.1543,20,9,31,27
1023,Satellite Boulder Right,108734013,0.0,5.25,18.0,33.99638,-116.15553,0,1,1,0
1024,Newton's Law,112814257,2.3,5,15.0,33.99586,-116.15628,4,1,8,3
1025,High Heeled Sneakers,106161768,3.0,5,18.0,33.98965,-116.16317,3,2,9,1
1026,Kirkatron,106049301,3.2,5,30.0,34.014309999999995,-116.17112,5,1,22,1
1027,So High,106048550,3.4,5.25,40.0,34.01007,-116.1687,7,2,68,9
1028,Unnamed V5,1124832925,1.0,5,7.0,34.01398,-116.15439,1,1,1,2
1029,Unnamed V5,1165538485,2.0,5,,34.013459999999995,-116.15442,1,1,0,1
1030,Fire' or Retire',108087363,2.0,5,16.0,34.01877,-116.16258,2,2,5,1
1031,Stem Gem Mantle,115370817,4.0,5,15.0,34.0184,-116.16365,1,1,5,0
1032,Mystical Vibrations,106662822,3.1,5,15.0,34.01938,-116.16292,25,15,55,41
1033,Watergate Scandal,114241069,2.5,5,14.0,34.01914,-116.16419,2,1,1,0
1034,How's Your Granny?,106072730,2.8,5,12.0,34.0202,-116.165,5,4,5,4
1035,Black Streak Dyno,106048295,2.6,5,12.0,34.0202,-116.165,15,6,27,21
1036,Scorpion Roof Direct,106111480,3.0,5.25,20.0,34.1,-116.6,5,5,25,4
1037,Moongerms,112454263,1.5,5,,34.02247,-116.16414,2,1,0,0
1038,Amoeba,113866411,1.0,5,11.0,34.020990000000005,-116.16215,2,2,1,2
1039,Ryan's Roof,109022710,2.7,5,12.0,33.983000000000004,-116.1545,15,6,28,23
1040,Gospel According to Niles,113103613,3.0,5,,33.983000000000004,-116.1545,2,2,4,1
1041,Powerslave,114012399,2.5,5,12.0,33.983000000000004,-116.1545,2,1,5,1
1042,Chocolate Roof Center,109989634,2.0,5,12.0,34.06041,-116.22496,1,1,4,4
1043,Miledi (yabo),109677074,3.0,5,18.0,34.0752,-116.24196,1,1,0,1
1044,Mr. Freeze,108495541,3.0,5,40.0,34.040690000000005,-116.19775,1,1,1,1
1045,Unnamed,114012229,1.0,5,7.0,34.0398,-116.1943,1,1,0,1
1046,Leather and Lace,110049097,3.0,5,25.0,34.08392,-116.23255,1,1,8,0
1047,Dream Sequence Direct,112450720,2.0,5,14.0,34.08958,-116.25335,1,1,3,0
1048,Psycho Dyno,113949497,2.0,5,20.0,34.0325,-116.20338,1,1,1,0
1049,Ten Years Gone,106640287,1.0,5,15.0,33.9512,-116.0768,1,1,0,0
1050,Curveball,106658075,1.0,5,12.0,33.9454,-116.077,1,1,2,1
1051,Side Kick,107087606,0.0,5,10.0,33.9664,-116.0872,0,1,1,0
1052,Pinched Egg,107103944,0.0,5,,33.9664,-116.0872,0,1,2,0
1053,Picture Perfect (sit),106090961,2.8,5,15.0,33.9962,-116.15,6,3,22,8
1054,Squirm,114977001,3.0,5,11.0,33.9962,-116.15,1,1,2,1
1055,High Noon,105722908,3.4,5,16.0,34.02853,-116.1452,40,10,198,41
1056,New Wave,106345773,3.0,5,20.0,34.0263,-116.1415,2,1,13,3
1057,JBMFP,105725464,3.9,5,16.0,34.0148,-116.16539,120,33,387,128
1058,False Blockhead Sit Start,106662637,2.4,5,12.0,34.0148,-116.16539,24,9,12,33
1059,The Terminator,106129537,1.0,5,20.0,34.0148,-116.16539,1,1,0,0
1060,Western Roll (sit),106073439,2.8,5,12.0,34.0181,-116.1698,6,3,8,5
1061,Spleef,106633601,0.0,5,10.0,34.0121,-116.1773,1,1,0,0
1062,Yabaho Dyno,106683664,2.0,5,15.0,34.01592,-116.17844,1,1,1,0
1063,Meadows Traverse,106329036,2.4,5,20.0,33.994209999999995,-116.14297,7,3,21,5
1064,Alien Arete,108539246,4.0,5.25,22.0,34.00038,-116.14574,1,1,11,0
1065,Dwarf Toss,111289664,2.0,5,7.0,34.01038,-116.13573999999998,2,1,2,4
1066,Iron Meteorite (aka Kingpin),108085516,4.0,5,22.0,34.00288,-116.14901,7,5,62,10
1067,My Way,108017903,1.0,5,,34.02588,-116.1595,2,2,5,3
1068,Master Cylinder,111808964,3.8,5,18.0,34.02594000000001,-116.15522,12,6,71,12
1069,Body and Soul,106152051,3.6,5,15.0,34.06942,-116.09196,7,3,42,8
1070,Golden Mary,106681803,1.0,5,18.0,34.0403,-116.0942,1,1,0,0
1071,EJ Deluxe,106835225,3.7,5,18.0,34.033,-116.1721,3,2,34,1
1072,Tips Be Gone,106708006,2.5,5.25,12.0,33.959,-116.0825,4,3,8,5
1073,Nicole Overhang,107905741,3.0,6,13.0,33.99779,-116.1536,42,14,137,56
1074,Planet X,105722578,3.9,6.25,23.0,33.99712,-116.15523,20,10,173,14
1075,All Washed Up,105723292,3.8,6,20.0,33.98932,-116.16342,19,8,116,15
1076,Ceasar's Palace,106151375,3.5,6,19.0,34.01258,-116.16828999999998,2,1,6,2
1077,Entrance Problem,106461612,1.0,6,15.0,34.01258,-116.16828999999998,1,1,3,0
1078,Unnamed V6,1163734076,2.0,6,7.0,34.01398,-116.15439,2,1,0,3
1079,Triangle Face Center,108542354,2.5,6,16.0,34.0184,-116.16365,2,2,3,3
1080,Scatterbrain,106934624,3.6,6,18.0,34.018570000000004,-116.16357,20,8,151,20
1081,The Hard Way,112453992,1.0,6,,34.0202,-116.165,1,1,2,0
1082,False Tidal Wave,112454209,2.3,6,11.0,34.0202,-116.165,11,5,5,11
1083,Yabba Dabba Do,112454216,1.0,6,12.0,34.0202,-116.165,1,1,0,0
1084,Roof Romp Direct,112517524,2.0,6,10.0,34.02174,-116.16332,1,1,5,0
1085,Speed of Leather,108558408,2.0,6,10.0,34.0202,-116.165,3,1,7,2
1086,Viragoron Variation,112454307,1.0,6,,34.1,-116.6,1,1,0,0
1087,Animal,112454282,3.0,6,,34.022870000000005,-116.16408,1,1,3,0
1088,Arrowhead Undercling Yabo,112837372,2.0,6,,33.983000000000004,-116.1545,1,1,2,2
1089,K.D. Supreme (yabo),109677097,4.0,6,15.0,34.0752,-116.24196,1,1,4,0
1090,Dream Sequence,112449555,2.8,6,13.0,34.08958,-116.25335,9,6,36,10
1091,Pinched Loaf,108005790,3.4,6,15.0,33.9532,-116.1085,9,4,49,4
1092,Pebble Without a Cause,106488590,1.0,6,12.0,33.9512,-116.0768,1,1,5,0
1093,Palm-o-Granite,106329639,2.0,6,15.0,33.9962,-116.15,1,1,6,0
1094,Prince Fari,106096417,2.7,6,15.0,33.9962,-116.15,3,2,5,6
1095,Alexandria,105722161,3.9,6,20.0,33.99708,-116.06099,9,4,130,8
1096,Shanghai Noon,106104520,2.8,6,15.0,34.02853,-116.1452,5,2,9,5
1097,Yabo Roof Traverse,106662633,3.0,6,,34.0148,-116.16539,6,4,13,8
1098,Border Patrol (Yabo),108854255,2.8,6,10.0,34.0181,-116.1698,5,2,8,6
1099,Raspberry,106329045,2.4,6,12.0,33.994209999999995,-116.14297,18,6,24,16
1100,Mouse in the House,106708087,1.5,6,25.0,33.994209999999995,-116.14297,2,1,11,0
1101,The Turtle,108793289,2.6,6,8.0,34.02588,-116.1595,5,4,28,10
1102,Skimbles,106416406,2.0,6,15.0,34.09441,-116.15612,9,5,9,12
1103,The Inquisition,106801960,3.8,6,20.0,34.033,-116.1721,10,4,123,13
1104,Cumalong,106934046,2.0,6,15.0,34.033,-116.1721,1,1,11,0
1105,Double Entendre,114010825,2.0,6,12.0,34.01823,-116.0737,1,1,3,0
1106,Chuckawalla 'Yabo' Start,116522112,2.0,6.25,10.0,34.0202,-116.165,1,1,1,0
1107,Caveman,105723397,3.5,6.5,30.0,34.0184,-116.16365,49,20,209,47
1108,Streetcar Named Desire,105722911,3.7,6.5,13.0,34.0285,-116.1451,32,8,251,35
1109,Meadows Direct,106708072,3.1,6.5,15.0,33.994209999999995,-116.14297,24,13,52,21
1110,Strawberry Contraceptives,108433838,3.0,7,10.0,33.99762,-116.15424,33,18,81,49
1111,Orange Julius,106527801,3.1,7,18.0,34.01877,-116.16258,7,4,39,4
1112,Flight Attendant (sit),106742700,2.5,7,15.0,33.983000000000004,-116.1545,2,2,6,1
1113,Chili Sauce (aka Moffat Problem),105722893,3.3,7,20.0,33.983000000000004,-116.1545,13,5,80,10
1114,Tips Be Gone Traverse,106708018,3.0,7,20.0,33.959,-116.0825,2,1,5,0
1115,Sex Magician,106149980,3.5,7,,34.0317,-116.1499,2,2,18,1
1116,Trance,106114353,1.3,7,11.0,34.02837,-116.15889,3,2,3,1
1117,Igneous Ambiance,108854273,3.0,7,8.0,34.02588,-116.1595,18,11,42,24
1118,Pumping Monzonite,105901886,3.7,7.5,15.0,33.9877,-116.1613,12,6,68,9
1119,Mulligan Variation,106662629,2.9,7.75,12.0,34.02588,-116.1595,16,8,25,19
1120,Powerband West,106148615,3.0,8,,34.01007,-116.1687,1,1,5,1
1121,The Yogi Variation,113620731,2.9,8,10.0,34.01527,-116.15807,9,7,16,10
1122,Thin Lizzie,105725710,3.3,8,10.0,34.0202,-116.165,19,10,64,19
1123,Dreaming of the Master,106157186,3.0,8,20.0,33.983000000000004,-116.1545,3,1,15,1
1124,Finger Fetish,109866498,3.0,8,20.0,33.9962,-116.15,4,3,10,3
1125,Sex Magician Sit Start,106149988,2.0,8,,34.0317,-116.1499,1,1,3,0
1126,Diary of a Dope Fiend,107455255,3.8,8,25.0,34.0317,-116.1499,6,4,71,3
1127,Lost and Found,109925904,3.0,8,18.0,34.028,-116.1469,1,1,8,0
1128,Liquor in the Rear,106644560,1.0,8,10.0,34.0441,-116.1061,1,2,3,0
1129,Dikes with Acne,105908473,2.7,8.25,15.0,33.9423,-116.0782,3,1,2,0
1130,Scum Bag,107087556,4.0,8.5,15.0,33.9664,-116.0872,1,1,10,0
1131,Nibiru,112816641,2.0,9,15.0,33.997890000000005,-116.1543,1,1,0,0
1132,Khandahar,105722896,1.0,9,20.0,33.99638,-116.15553,1,1,2,0
1133,Newton's Law (sit),112814270,2.0,9,15.0,33.99586,-116.15628,1,1,1,0
1134,Bittersweet,109937883,3.5,9,15.0,34.01742,-116.16324,2,2,16,1
1135,Relic,106743866,2.8,9,20.0,34.0202,-116.165,4,2,14,1
1136,The River Nile,105722899,2.0,9.25,20.0,33.99708,-116.06099,1,1,1,0
1137,Don't call me Bill,111809008,2.0,9,18.0,34.02594000000001,-116.15522,1,1,1,0
1138,Tidal Wave,107959585,3.3,10,12.0,34.0202,-116.165,3,3,24,1
1139,The Love Machine,111599438,2.6,10,6.0,33.983000000000004,-116.1545,5,5,13,5
1140,Doctor Brown,111547682,2.0,10,13.0,34.01165,-116.18082,2,2,7,1
1141,Dark Matter,106152798,3.5,10,15.0,34.06942,-116.09196,2,2,20,1
1142,So High (sit),106048570,3.5,11.25,,34.01007,-116.1687,2,1,5,1
1143,Youth Body Explosion (aka Lamprecht Problem),107462713,2.0,11,15.0,34.01527,-116.15807,1,1,9,0
1144,Roasted and Raw,108056142,4.0,12,16.0,34.06942,-116.09196,1,1,6,0
1145,Iron Resolution,106104512,3.5,12.25,25.0,34.0285,-116.1451,2,2,20,0
