log_star_ratings,log_ticks,log_avg_stars,log_length,log_grade,log_on_to_do_lists,sqrt_star_ratings,sqrt_ticks,sqrt_avg_stars,sqrt_length,sqrt_grade
1.84509804001426,2.20411998265592,0.57978359661681,1.27875360095283,0,2.32014628611105,8.30662386291808,12.6095202129185,1.67332005306815,4.24264068711929,0
0.778151250383644,0.698970004336019,0.556302500767287,1.36172783601759,0.096910013008056,1.04139268515823,2.23606797749979,2,1.61245154965971,4.69041575982343,0.5
0.778151250383644,0.698970004336019,0.301029995663981,1.27875360095283,0.096910013008056,0.698970004336019,2.23606797749979,2,1,4.24264068711929,0.5
0.477121254719662,0.477121254719662,0.477121254719662,,0,0.301029995663981,1.4142135623731,1.4142135623731,1.4142135623731,,0
0.698970004336019,0.845098040014257,0.397940008672038,1.14612803567824,0,1.04139268515823,2,2.44948974278318,1.22474487139159,3.60555127546399,0
0.477121254719662,0.301029995663981,0.176091259055681,1.11394335230684,0,0.698970004336019,1.4142135623731,1,0.707106781186548,3.46410161513775,0
0.477121254719662,0.477121254719662,0.301029995663981,1.04139268515823,0,0.778151250383644,1.4142135623731,1.4142135623731,1,3.16227766016838,0
0.301029995663981,0,0.477121254719662,1.04139268515823,0,1,1,0,1.4142135623731,3.16227766016838,0
0.477121254719662,0.477121254719662,0.301029995663981,1.17609125905568,0,0.602059991327962,1.4142135623731,1.4142135623731,1,3.74165738677394,0
0.477121254719662,0.477121254719662,0.176091259055681,1.17609125905568,0,0.477121254719662,1.4142135623731,1.4142135623731,0.707106781186548,3.74165738677394,0
1.20411998265592,1.46239799789896,0.380211241711606,1.04139268515823,0,0.954242509439325,3.87298334620742,5.29150262212918,1.18321595661992,3.16227766016838,0
1.34242268082221,1.47712125471966,0.431363764158987,1.11394335230684,0,1.07918124604762,4.58257569495584,5.3851648071345,1.30384048104053,3.46410161513775,0
1.23044892137827,1.27875360095283,0.397940008672038,1.17609125905568,0,0.954242509439325,4,4.24264068711929,1.22474487139159,3.74165738677394,0
0.602059991327962,0.698970004336019,0.301029995663981,1.11394335230684,0,0.903089986991943,1.73205080756888,2,1,3.46410161513775,0
0.301029995663981,0,0.301029995663981,1.20411998265592,0,0.778151250383644,1,0,1,3.87298334620742,0
0.778151250383644,1,0.301029995663981,1.11394335230684,0,0.845098040014257,2.23606797749979,3,1,3.46410161513775,0
1.54406804435028,1.72427586960079,0.568201724066995,1.20411998265592,0,1.83250891270624,5.8309518948453,7.21110255092798,1.6431676725155,3.87298334620742,0
1,1.23044892137827,0.361727836017593,1.04139268515823,0,0.778151250383644,3,4,1.14017542509914,3.16227766016838,0
0.698970004336019,0.778151250383644,0.397940008672038,1.04139268515823,0,0.698970004336019,2,2.23606797749979,1.22474487139159,3.16227766016838,0
0.778151250383644,0.778151250383644,0.380211241711606,1.20411998265592,0,0.845098040014257,2.23606797749979,2.23606797749979,1.18321595661992,3.87298334620742,0
0.698970004336019,0.778151250383644,0.301029995663981,1.27875360095283,0,0.477121254719662,2,2.23606797749979,1,4.24264068711929,0
0.301029995663981,0.301029995663981,0.301029995663981,1.30102999566398,0,0.698970004336019,1,1,1,4.35889894354067,0
0.301029995663981,0.301029995663981,0.301029995663981,1,0,0,1,1,1,3,0
0.477121254719662,0,0.301029995663981,0.954242509439325,0,0.477121254719662,1.4142135623731,0,1,2.82842712474619,0
0.301029995663981,0,0.301029995663981,1.04139268515823,0,0,1,0,1,3.16227766016838,0
0.477121254719662,0.778151250383644,0.301029995663981,1.11394335230684,0,0.602059991327962,1.4142135623731,2.23606797749979,1,3.46410161513775,0
0.477121254719662,0.903089986991943,0.301029995663981,1.11394335230684,0,0.602059991327962,1.4142135623731,2.64575131106459,1,3.46410161513775,0
0.477121254719662,0.698970004336019,0.301029995663981,1.11394335230684,0,0.477121254719662,1.4142135623731,2,1,3.46410161513775,0
0.477121254719662,0.698970004336019,0.301029995663981,1.11394335230684,0,0,1.4142135623731,2,1,3.46410161513775,0
0.477121254719662,0.602059991327962,0.301029995663981,1.11394335230684,0,0,1.4142135623731,1.73205080756888,1,3.46410161513775,0
1.61278385671974,1.82607480270083,0.531478917042255,1.32221929473392,0,1.93449845124357,6.32455532033676,8.12403840463596,1.54919333848297,4.47213595499958,0
1.25527250510331,1.41497334797082,0.397940008672038,1.20411998265592,0,0.698970004336019,4.12310562561766,5,1.22474487139159,3.87298334620742,0
0.845098040014257,1.04139268515823,0.361727836017593,1.27875360095283,0,0.477121254719662,2.44948974278318,3.16227766016838,1.14017542509914,4.24264068711929,0
1.20411998265592,1.60205999132796,0.462397997898956,1.11394335230684,0,1,3.87298334620742,6.2449979983984,1.37840487520902,3.46410161513775,0
1.20411998265592,1.44715803134222,0.447158031342219,1.11394335230684,0,0.698970004336019,3.87298334620742,5.19615242270663,1.34164078649987,3.46410161513775,0
1.14612803567824,1.36172783601759,0.414973347970818,1.11394335230684,0,0.602059991327962,3.60555127546399,4.69041575982343,1.26491106406735,3.46410161513775,0
1.25527250510331,1.43136376415899,0.431363764158987,1.32221929473392,0,0.954242509439325,4.12310562561766,5.09901951359278,1.30384048104053,4.47213595499958,0
0.778151250383644,0.954242509439325,0.342422680822206,1.20411998265592,0,0.698970004336019,2.23606797749979,2.82842712474619,1.09544511501033,3.87298334620742,0
1.17609125905568,1.32221929473392,0.556302500767287,1.25527250510331,0,1.61278385671974,3.74165738677394,4.47213595499958,1.61245154965971,4.12310562561766,0
0.698970004336019,0.845098040014257,0.397940008672038,1.17609125905568,0,0.602059991327962,2,2.44948974278318,1.22474487139159,3.74165738677394,0
