route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
Parrot Fashion,Parrot Fashion Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106739946/parrot-fashion,2.2,-1,Boulder,V0,1,15,37.4217,-118.43308,106739946,0,6,3,3,9
Bertie Blunt,Bertie Blunt > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106731624/bertie-blunt,1.3,-1,Boulder,V0,1,10,37.4217,-118.43308,106731624,0,3,2,1,5
Mad Parrot,Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106740001/mad-parrot,1,-1,Boulder,V0,1,10,37.4217,-118.43308,106740001,0,6,2,1,9
Bad Parrot,Sad Parrot Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106740008/bad-parrot,1.7,-1,Boulder,V0,1,10,37.4217,-118.43308,106740008,0,12,4,1,20
Problem A,South Arete Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106739973/problem-a,1,-1,Boulder,V0,1,12,37.4217,-118.43308,106739973,0,1,1,0,2
Codfish,South Arete Boulder > Sad Parrot Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110390774/codfish,2,-1,Boulder,V0,1,11,37.4217,-118.43308,110390774,0,1,1,0,0
Problem B,Beano Boulder > Kindergarten Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106915540/problem-b,1,-1,Boulder,V0,1,10,37.4227,-118.4345,106915540,0,1,1,0,2
Boneless Herring,Boneless Herring Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107018119/boneless-herring,2.3,-1,Boulder,V0,1,18,37.41934,-118.43437,107018119,0,11,3,3,21
Big Slab,Big Slab Boulder > Kung-Fu Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107018215/big-slab,2.7,-1,Boulder,V0 R,1,20,37.41934,-118.43437,107018215,0.25,3,2,9,1
Rubber Ball,Central Joyless Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106954379/rubber-ball,1.6,-1,Boulder,V0+,1,12,37.41759,-118.43276,106954379,0.25,8,2,1,11
Double Arete,Brown Slab > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106108651/double-arete,1.7,-1,Boulder,V0+,1,15,37.4191,-118.434,106108651,0.25,6,3,1,15
Garden Pest,The Snapper Boulder > Prozac Nation Bluffs > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106642859/garden-pest,2.8,-1,Boulder,V0+,1,12,37.42324,-118.43279,106642859,0.25,21,6,5,31
The Overhanging Nose,"Short Arete Boulders > Ice Caves, Outer Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106669864/the-overhanging-nose,2.5,-1,Boulder,V0+,1,10,37.42232,-118.43364,106669864,0.25,12,3,6,20
Any Which Way But Loose,Misery Cave North Entrance > Misery Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106669614/any-which-way-but-loose,2.4,-1,Boulder,V0+,1,15,37.41759,-118.43276,106669614,0.25,5,2,1,8
