route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks,log_star_ratings,log_ticks,log_avg_stars,log_length,log_grade,log_on_to_do_lists,sqrt_star_ratings,sqrt_ticks,sqrt_avg_stars,sqrt_length,sqrt_grade
Time To Play (Variation 1),Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275368/time-to-play-variation-1,0.7,-1,Boulder,V-easy,1,8.0,37.41632,-118.44928,106275368,-1.0,3,1,2,6,0.6020599913279623,0.8450980400142567,0.23044892137827389,0.9542425094393249,0.0,0.47712125471966244,1.7320508075688772,2.449489742783178,0.8366600265340756,2.8284271247461903,0.0
All The Way Down,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093066/all-the-way-down,1.7,-1,Boulder,V-easy,1,15.0,37.41724,-118.45103,106093066,-1.0,20,5,7,50,1.322219294733919,1.7075701760979363,0.4313637641589873,1.2041199826559246,0.0,0.9030899869919434,4.47213595499958,7.0710678118654755,1.3038404810405297,3.872983346207417,0.0
Hydra Pilferers,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106131947/hydra-pilferers,1.4,-1,Boulder,V-easy,1,12.0,37.41724,-118.45103,106131947,-1.0,26,10,4,51,1.4313637641589871,1.716003343634799,0.380211241711606,1.1139433523068367,0.0,0.6989700043360187,5.0990195135927845,7.14142842854285,1.1832159566199232,3.4641016151377544,0.0
Path,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093034/path,2.1,-1,Boulder,V-easy,1,20.0,37.41718,-118.45095,106093034,-1.0,29,10,11,65,1.4771212547196624,1.8195439355418683,0.49136169383427264,1.322219294733919,0.0,1.0791812460476247,5.385164807134504,8.06225774829855,1.449137674618944,4.47213595499958,0.0
Which Road,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093041/which-road,2.1,-1,Boulder,V-easy,1,15.0,37.41718,-118.45095,106093041,-1.0,94,28,56,218,1.9777236052888476,2.340444114840118,0.49136169383427264,1.2041199826559246,0.0,1.7558748556724912,9.695359714832659,14.7648230602334,1.449137674618944,3.872983346207417,0.0
Problem B,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997417/problem-b,1.0,-1,Boulder,V-easy,1,12.0,37.41675,-118.44941999999999,106997417,-1.0,1,1,0,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.1139433523068367,0.0,0.0,1.0,1.7320508075688772,1.0,3.4641016151377544,0.0
Toffee Crack,The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977850/toffee-crack,1.7,-1,Boulder,V-easy,1,12.0,37.416540000000005,-118.44872,106977850,-1.0,3,1,3,5,0.6020599913279623,0.7781512503836435,0.4313637641589873,1.1139433523068367,0.0,0.6020599913279623,1.7320508075688772,2.23606797749979,1.3038404810405297,3.4641016151377544,0.0
Problem A,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273745/problem-a,1.4,-1,Boulder,V-easy,1,10.0,37.41525,-118.44878,106273745,-1.0,5,2,2,15,0.7781512503836435,1.2041199826559246,0.380211241711606,1.041392685158225,0.0,0.47712125471966244,2.23606797749979,3.872983346207417,1.1832159566199232,3.1622776601683795,0.0
Margo's Arete,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132040/margos-arete,1.7,-1,Boulder,V-easy,1,10.0,37.418,-118.45200000000001,106132040,-1.0,40,10,9,76,1.6127838567197355,1.8864907251724818,0.4313637641589873,1.041392685158225,0.0,1.0,6.324555320336759,8.717797887081348,1.3038404810405297,3.1622776601683795,0.0
Weak as Piss,Coors Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107864789/weak-as-piss,0.9,-1,Boulder,V-easy,1,,37.41689,-118.4507,107864789,-1.0,7,3,0,12,0.9030899869919434,1.1139433523068367,0.2787536009528289,,0.0,0.0,2.6457513110645907,3.4641016151377544,0.9486832980505138,,0.0
Time To Go,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275325/time-to-go,1.7,-1,Boulder,V0-,1,15.0,37.41632,-118.44928,106275325,-0.25,6,1,5,9,0.8450980400142567,1.0,0.4313637641589873,1.2041199826559246,0.24303804868629442,0.7781512503836435,2.449489742783178,3.0,1.3038404810405297,3.872983346207417,0.8660254037844386
Wolverine,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275332/wolverine,1.2,-1,Boulder,V0-,1,15.0,37.41632,-118.44928,106275332,-0.25,6,1,6,10,0.8450980400142567,1.041392685158225,0.3424226808222062,1.2041199826559246,0.24303804868629442,0.8450980400142567,2.449489742783178,3.1622776601683795,1.0954451150103321,3.872983346207417,0.8660254037844386
Time To Play,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275356/time-to-play,2.1,-1,Boulder,V0-,1,10.0,37.41632,-118.44928,106275356,-0.25,7,2,7,13,0.9030899869919434,1.1461280356782377,0.49136169383427264,1.041392685158225,0.24303804868629442,0.9030899869919434,2.6457513110645907,3.605551275463989,1.449137674618944,3.1622776601683795,0.8660254037844386
Time To Play - Variation 2,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275378/time-to-play-variation-2,1.0,-1,Boulder,V0-,1,10.0,37.41632,-118.44928,106275378,-0.25,3,1,3,7,0.6020599913279623,0.9030899869919434,0.30102999566398114,1.041392685158225,0.24303804868629442,0.6020599913279623,1.7320508075688772,2.6457513110645907,1.0,3.1622776601683795,0.8660254037844386
X-Static,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086103/x-static,1.9,-1,Boulder,V0-,1,15.0,37.41747,-118.45136000000001,106086103,-0.25,12,7,11,24,1.1139433523068367,1.3979400086720375,0.462397997898956,1.2041199826559246,0.24303804868629442,1.0791812460476247,3.4641016151377544,4.898979485566356,1.378404875209022,3.872983346207417,0.8660254037844386
Celestial Trail,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093004/celestial-trail,3.0,-1,Boulder,V0- PG13,1,25.0,37.41718,-118.45095,106093004,-0.25,217,53,80,421,2.3384564936046046,2.625312450961674,0.6020599913279623,1.414973347970818,0.24303804868629442,1.9084850188786497,14.730919862656235,20.518284528683193,1.7320508075688772,5.0,0.8660254037844386
One Note Sample,One Note Boulder > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976636/one-note-sample,2.0,-1,Boulder,V0-,1,15.0,37.41728,-118.45034,106976636,-0.25,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.2041199826559246,0.24303804868629442,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,3.872983346207417,0.8660254037844386
Loop,One Note Boulder > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976643/loop,1.0,-1,Boulder,V0-,1,12.0,37.41728,-118.45034,106976643,-0.25,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.1139433523068367,0.24303804868629442,0.0,1.0,1.4142135623730951,1.0,3.4641016151377544,0.8660254037844386
Dirty Sound,One Note Boulder > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976658/dirty-sound,1.0,-1,Boulder,V0-,1,12.0,37.41728,-118.45034,106976658,-0.25,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.1139433523068367,0.24303804868629442,0.0,1.0,1.4142135623730951,1.0,3.4641016151377544,0.8660254037844386
Silence So Red,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331136/silence-so-red,1.2,-1,Boulder,V0-,1,15.0,37.41788,-118.45147,106331136,-0.25,12,6,4,23,1.1139433523068367,1.380211241711606,0.3424226808222062,1.2041199826559246,0.24303804868629442,0.6989700043360187,3.4641016151377544,4.795831523312719,1.0954451150103321,3.872983346207417,0.8660254037844386
What did the Aliens Say?,Secret Arete Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996355/what-did-the-aliens-say,0.0,-1,Boulder,V0-,1,,37.417970000000004,-118.45146000000001,106996355,-0.25,0,1,0,2,0.0,0.47712125471966244,0.0,,0.24303804868629442,0.0,0.0,1.4142135623730951,0.0,,0.8660254037844386
"Getting Lonely, Getting Old",You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997165/getting-lonely-getting-old,0.0,-1,Boulder,V0-,1,,37.41793,-118.45156999999999,106997165,-0.25,0,1,0,1,0.0,0.30102999566398114,0.0,,0.24303804868629442,0.0,0.0,1.0,0.0,,0.8660254037844386
Pokeriotus,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997334/pokeriotus,1.8,-1,Boulder,V0- PG13,1,20.0,37.41675,-118.44941999999999,106997334,-0.25,4,1,1,6,0.6989700043360187,0.8450980400142567,0.44715803134221915,1.322219294733919,0.24303804868629442,0.30102999566398114,2.0,2.449489742783178,1.3416407864998738,4.47213595499958,0.8660254037844386
Problem A,Californication Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997192/problem-a,2.0,-1,Boulder,V0-,1,10.0,37.41675,-118.44941999999999,106997192,-0.25,1,1,0,3,0.30102999566398114,0.6020599913279623,0.47712125471966244,1.041392685158225,0.24303804868629442,0.0,1.0,1.7320508075688772,1.4142135623730951,3.1622776601683795,0.8660254037844386
"Veruca Salt, I Want You",Chocolate Slab > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977720/veruca-salt-i-want-you,2.1,-1,Boulder,V0-,1,12.0,37.41649,-118.4489,106977720,-0.25,14,2,2,24,1.1760912590556811,1.3979400086720375,0.49136169383427264,1.1139433523068367,0.24303804868629442,0.47712125471966244,3.7416573867739413,4.898979485566356,1.449137674618944,3.4641016151377544,0.8660254037844386
"A Flake As Marvelous As You, Veruca",Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977777/a-flake-as-marvelous-as-you-veruca,2.8,-1,Boulder,V0-,1,15.0,37.416540000000005,-118.44888,106977777,-0.25,12,3,12,25,1.1139433523068367,1.414973347970818,0.57978359661681,1.2041199826559246,0.24303804868629442,1.1139433523068367,3.4641016151377544,5.0,1.6733200530681511,3.872983346207417,0.8660254037844386
"Veruca, I Will Do Anything",The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977818/veruca-i-will-do-anything,1.0,-1,Boulder,V0-,1,15.0,37.416540000000005,-118.44872,106977818,-0.25,4,1,0,8,0.6989700043360187,0.9542425094393249,0.30102999566398114,1.2041199826559246,0.24303804868629442,0.0,2.0,2.8284271247461903,1.0,3.872983346207417,0.8660254037844386
"Veruca, Veruca",The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977842/veruca-veruca,1.3,-1,Boulder,V0- PG13,1,18.0,37.416540000000005,-118.44872,106977842,-0.25,3,2,1,8,0.6020599913279623,0.9542425094393249,0.3617278360175928,1.2787536009528289,0.24303804868629442,0.30102999566398114,1.7320508075688772,2.8284271247461903,1.140175425099138,4.242640687119285,0.8660254037844386
My Veruca,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977875/my-veruca,1.5,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977875,-0.25,4,2,2,11,0.6989700043360187,1.0791812460476247,0.3979400086720376,1.041392685158225,0.24303804868629442,0.47712125471966244,2.0,3.3166247903554,1.224744871391589,3.1622776601683795,0.8660254037844386
I'll Kick The Butt Of That Mike Teavee,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977892/ill-kick-the-butt-of-that-mike-teavee,1.3,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977892,-0.25,4,3,2,13,0.6989700043360187,1.1461280356782377,0.3617278360175928,1.041392685158225,0.24303804868629442,0.47712125471966244,2.0,3.605551275463989,1.140175425099138,3.1622776601683795,0.8660254037844386
If That Augustus Gloop Looks At You One More Time...,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977921/if-that-augustus-gloop-looks-at-you-one-more-time,1.3,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977921,-0.25,3,2,2,9,0.6020599913279623,1.0,0.3617278360175928,1.041392685158225,0.24303804868629442,0.47712125471966244,1.7320508075688772,3.0,1.140175425099138,3.1622776601683795,0.8660254037844386
Violet Beauregarde Sucks,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977934/violet-beauregarde-sucks,1.6,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977934,-0.25,5,3,2,13,0.7781512503836435,1.1461280356782377,0.4149733479708179,1.041392685158225,0.24303804868629442,0.47712125471966244,2.23606797749979,3.605551275463989,1.2649110640673518,3.1622776601683795,0.8660254037844386
Fizzwiggwiggler,Wiggler Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977990/fizzwiggwiggler,1.0,-1,Boulder,V0-,1,12.0,37.416579999999996,-118.44895,106977990,-0.25,2,1,1,4,0.47712125471966244,0.6989700043360187,0.30102999566398114,1.1139433523068367,0.24303804868629442,0.30102999566398114,1.4142135623730951,2.0,1.0,3.4641016151377544,0.8660254037844386
Unnamed 1,Unnamed Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106999079/unnamed-1,1.5,-1,Boulder,V0-,1,,37.41646,-118.44882,106999079,-0.25,2,1,0,3,0.47712125471966244,0.6020599913279623,0.3979400086720376,,0.24303804868629442,0.0,1.4142135623730951,1.7320508075688772,1.224744871391589,,0.8660254037844386
Bouldering.com,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996302/boulderingcom,0.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996302,-0.25,0,1,1,1,0.0,0.30102999566398114,0.0,,0.24303804868629442,0.30102999566398114,0.0,1.0,0.0,,0.8660254037844386
The Corner,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996310/the-corner,1.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996310,-0.25,2,1,2,6,0.47712125471966244,0.8450980400142567,0.30102999566398114,,0.24303804868629442,0.47712125471966244,1.4142135623730951,2.449489742783178,1.0,,0.8660254037844386
Plasti-Bandi-Whoopies,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996326/plasti-bandi-whoopies,2.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996326,-0.25,1,1,1,3,0.30102999566398114,0.6020599913279623,0.47712125471966244,,0.24303804868629442,0.30102999566398114,1.0,1.7320508075688772,1.4142135623730951,,0.8660254037844386
Rosalie's Chimney,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996334/rosalies-chimney,2.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996334,-0.25,2,2,4,7,0.47712125471966244,0.9030899869919434,0.47712125471966244,,0.24303804868629442,0.6989700043360187,1.4142135623730951,2.6457513110645907,1.4142135623730951,,0.8660254037844386
Latona Basin,Front Block > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898107/latona-basin,1.0,-1,Boulder,V0-,1,10.0,37.41622,-118.45021000000001,107898107,-0.25,3,1,0,9,0.6020599913279623,1.0,0.30102999566398114,1.041392685158225,0.24303804868629442,0.0,1.7320508075688772,3.0,1.0,3.1622776601683795,0.8660254037844386
Nagasaki Badger,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997294/nagasaki-badger,1.0,-1,Boulder,V0-,1,,37.4191,-118.4543,106997294,-0.25,2,2,0,3,0.47712125471966244,0.6020599913279623,0.30102999566398114,,0.24303804868629442,0.0,1.4142135623730951,1.7320508075688772,1.0,,0.8660254037844386
Aaarhhhhh,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939677/aaarhhhhh,1.0,-1,Boulder,V0-,1,10.0,37.4191,-118.4543,107939677,-0.25,1,1,0,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.041392685158225,0.24303804868629442,0.0,1.0,1.7320508075688772,1.0,3.1622776601683795,0.8660254037844386
Brock Bating,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107942309/brock-bating,1.0,-1,Boulder,V0-,1,10.0,37.4191,-118.4543,107942309,-0.25,1,1,0,4,0.30102999566398114,0.6989700043360187,0.30102999566398114,1.041392685158225,0.24303804868629442,0.0,1.0,2.0,1.0,3.1622776601683795,0.8660254037844386
Marriage-Go-Round,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470791/marriage-go-round,1.0,-1,Boulder,V0-,1,15.0,37.4191,-118.4546,111470791,-0.25,1,1,2,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.2041199826559246,0.24303804868629442,0.47712125471966244,1.0,1.7320508075688772,1.0,3.872983346207417,0.8660254037844386
Pish,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480916/pish,1.0,-1,Boulder,V0- PG13,1,15.0,37.4191,-118.4546,111480916,-0.25,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.2041199826559246,0.24303804868629442,0.0,1.0,1.4142135623730951,1.0,3.872983346207417,0.8660254037844386
Strangle Hold,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480923/strangle-hold,1.0,-1,Boulder,V0-,1,12.0,37.4191,-118.4546,111480923,-0.25,1,1,2,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.1139433523068367,0.24303804868629442,0.47712125471966244,1.0,1.7320508075688772,1.0,3.4641016151377544,0.8660254037844386
Problem A,Wayko Boulder > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939703/problem-a,1.0,-1,Boulder,V0-,1,10.0,37.41904,-118.45447,107939703,-0.25,2,1,0,9,0.47712125471966244,1.0,0.30102999566398114,1.041392685158225,0.24303804868629442,0.0,1.4142135623730951,3.0,1.0,3.1622776601683795,0.8660254037844386
Dumb,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132000/dumb,1.9,-1,Boulder,V0-,1,10.0,37.418,-118.45200000000001,106132000,-0.25,20,6,7,34,1.322219294733919,1.5440680443502754,0.462397997898956,1.041392685158225,0.24303804868629442,0.9030899869919434,4.47213595499958,5.830951894845301,1.378404875209022,3.1622776601683795,0.8660254037844386
Duck Soup,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132031/duck-soup,1.9,-1,Boulder,V0-,1,10.0,37.418,-118.45200000000001,106132031,-0.25,52,15,8,112,1.724275869600789,2.0530784434834195,0.462397997898956,1.041392685158225,0.24303804868629442,0.9542425094393249,7.211102550927978,10.583005244258363,1.378404875209022,3.1622776601683795,0.8660254037844386
Mmm... Nice,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132901/mmm-nice,2.0,-1,Boulder,V0-,1,10.0,37.4178,-118.4519,106132901,-0.25,46,9,9,106,1.6720978579357173,2.0293837776852093,0.47712125471966244,1.041392685158225,0.24303804868629442,1.0,6.782329983125268,10.295630140987,1.4142135623730951,3.1622776601683795,0.8660254037844386
Unnamed 5,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132966/unnamed-5,2.0,-1,Boulder,V0-,1,8.0,37.4178,-118.4519,106132966,-0.25,29,3,2,66,1.4771212547196624,1.8260748027008262,0.47712125471966244,0.9542425094393249,0.24303804868629442,0.47712125471966244,5.385164807134504,8.12403840463596,1.4142135623730951,2.8284271247461903,0.8660254037844386
Lack Luster,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275444/lack-luster,1.8,-1,Boulder,V0-,1,10.0,37.41581,-118.44905,106275444,-0.25,22,4,2,36,1.3617278360175928,1.5682017240669948,0.44715803134221915,1.041392685158225,0.24303804868629442,0.47712125471966244,4.69041575982343,6.0,1.3416407864998738,3.1622776601683795,0.8660254037844386
Chrysler Crack,Get Around Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475799/chrysler-crack,2.5,-1,Boulder,V0-,1,13.0,37.41599,-118.44842,112475799,-0.25,11,4,10,30,1.0791812460476247,1.4913616938342726,0.5440680443502756,1.1461280356782377,0.24303804868629442,1.041392685158225,3.3166247903554,5.477225575051661,1.5811388300841898,3.605551275463989,0.8660254037844386
Crash Dive,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086077/crash-dive,1.3,-1,Boulder,V0-,1,20.0,37.418440000000004,-118.45268999999999,106086077,-0.25,7,3,1,16,0.9030899869919434,1.2304489213782739,0.3617278360175928,1.322219294733919,0.24303804868629442,0.30102999566398114,2.6457513110645907,4.0,1.140175425099138,4.47213595499958,0.8660254037844386
Durban Poison,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086085/durban-poison,1.9,-1,Boulder,V0-,1,18.0,37.418440000000004,-118.45268999999999,106086085,-0.25,18,6,3,44,1.2787536009528289,1.6532125137753435,0.462397997898956,1.2787536009528289,0.24303804868629442,0.6020599913279623,4.242640687119285,6.6332495807108,1.378404875209022,4.242640687119285,0.8660254037844386
Sentimental Africa,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331075/sentimental-africa,1.2,-1,Boulder,V0-,1,15.0,37.418440000000004,-118.45268999999999,106331075,-0.25,5,4,2,17,0.7781512503836435,1.2552725051033058,0.3424226808222062,1.2041199826559246,0.24303804868629442,0.47712125471966244,2.23606797749979,4.123105625617661,1.0954451150103321,3.872983346207417,0.8660254037844386
Future Planet of Style,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086659/future-planet-of-style,1.1,-1,Boulder,V0-,1,10.0,37.41898,-118.45338999999998,106086659,-0.25,23,7,2,60,1.380211241711606,1.785329835010767,0.32221929473391925,1.041392685158225,0.24303804868629442,0.47712125471966244,4.795831523312719,7.745966692414834,1.0488088481701516,3.1622776601683795,0.8660254037844386
