route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks,log_star_ratings,log_ticks,log_avg_stars,log_length,log_grade,log_on_to_do_lists,sqrt_star_ratings,sqrt_ticks,sqrt_avg_stars,sqrt_length,sqrt_grade
Problem C,Rowell Rock > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106336055/problem-c,2.4,-1,Boulder,V0,1,25.0,37.32878,-118.57687,106336055,0.0,7,2,5,7,0.9030899869919434,0.9030899869919434,0.531478917042255,1.414973347970818,0.30102999566398114,0.7781512503836435,2.6457513110645907,2.6457513110645907,1.5491933384829668,5.0,1.0
Left Facing Arete,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114316077/left-facing-arete,2.5,-1,Boulder,V0,1,12.0,37.32909,-118.57791,114316077,0.0,4,2,3,3,0.6989700043360187,0.6020599913279623,0.5440680443502756,1.1139433523068367,0.30102999566398114,0.6020599913279623,2.0,1.7320508075688772,1.5811388300841898,3.4641016151377544,1.0
Unnamed V0,Boy and Girl Rocks > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106442728/unnamed-v0,2.4,-1,Boulder,V0,1,20.0,37.32993,-118.57853,106442728,0.0,43,11,10,92,1.6434526764861872,1.968482948553935,0.531478917042255,1.322219294733919,0.30102999566398114,1.041392685158225,6.557438524302,9.591663046625438,1.5491933384829668,4.47213595499958,1.0
Yo! Basecamp,Womb Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114076356/yo-basecamp,2.3,-1,Boulder,V0,1,10.0,37.329,-118.57473,114076356,0.0,8,3,3,11,0.9542425094393249,1.0791812460476247,0.5185139398778874,1.041392685158225,0.30102999566398114,0.6020599913279623,2.8284271247461903,3.3166247903554,1.51657508881031,3.1622776601683795,1.0
Tricky Grain,Small Fruit Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241167/tricky-grain,0.0,-1,Boulder,V0,1,,37.32093,-118.57406999999999,114241167,0.0,2,1,1,1,0.47712125471966244,0.30102999566398114,0.0,,0.30102999566398114,0.30102999566398114,1.4142135623730951,1.0,0.0,,1.0
Scoopy-Doo,Small Fruit Boulder > Small Fruit > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114241182/scoopy-doo,2.0,-1,Boulder,V0,1,,37.32093,-118.57406999999999,114241182,0.0,1,1,2,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,,0.30102999566398114,0.47712125471966244,1.0,1.4142135623730951,1.4142135623730951,,1.0
Natural Melody,Natural Melody Boulder > Secrets of the Beehive Area > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112499885/natural-melody,2.5,-1,Boulder,V0 PG13,1,30.0,37.33676,-118.57615,112499885,0.0,2,1,5,2,0.47712125471966244,0.47712125471966244,0.5440680443502756,1.4913616938342726,0.30102999566398114,0.7781512503836435,1.4142135623730951,1.4142135623730951,1.5811388300841898,5.477225575051661,1.0
Lifeguard Fantasy,Warmup Boulders > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054347/lifeguard-fantasy,2.0,-1,Boulder,V0 PG13,1,18.0,37.318290000000005,-118.5863,114054347,0.0,1,1,6,0,0.30102999566398114,0.0,0.47712125471966244,1.2787536009528289,0.30102999566398114,0.8450980400142567,1.0,0.0,1.4142135623730951,4.242640687119285,1.0
Problem C,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106322544/problem-c,2.1,-1,Boulder,V0+,1,12.0,37.329,-118.5773,106322544,0.25,22,8,9,42,1.3617278360175928,1.6334684555795864,0.49136169383427264,1.1139433523068367,0.3521825181113625,1.0,4.69041575982343,6.48074069840786,1.449137674618944,3.4641016151377544,1.118033988749895
Unnamed Arete,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106395524/unnamed-arete,2.5,-1,Boulder,V0+,1,12.0,37.32909,-118.57791,106395524,0.25,19,6,17,31,1.301029995663981,1.5051499783199058,0.5440680443502756,1.1139433523068367,0.3521825181113625,1.2552725051033058,4.358898943540674,5.5677643628300215,1.5811388300841898,3.4641016151377544,1.118033988749895
